month,day,year,cdate,lat,long,count,segment,dischcf,dischcm,discbins,efish_distance
8,2,2021,8/2/2021,41.40656,-83.07928,0,LM,,,,326.9729399
8,2,2021,8/2/2021,41.40479505,-83.08112959,0,LM,,,,217.5490719
8,2,2021,8/2/2021,41.40254,-83.09324,0,UM,,,,396.9516066
8,2,2021,8/2/2021,41.38509652,-83.08589702,0,UM,,,,91.85926959
8,2,2021,8/2/2021,41.36999815,-83.10219615,0,FM,,,,543.0661472
8,2,2021,8/2/2021,41.36678069,-83.10695393,0,FM,,,,319.2701424
8,2,2021,8/2/2021,41.44176278,-83.03299771,0,M,,,,39.719527
8,2,2021,8/2/2021,41.43819025,-83.03822325,0,M,,,,211.3032649
8,3,2021,8/3/2021,41.35568,-83.107,0,FM,,,,223.9838544
8,3,2021,8/3/2021,41.35586,-83.10642,0,FM,,,,248.1207019
8,3,2021,8/3/2021,41.41731,-83.08592,0,LM,,,,575.4068372
8,3,2021,8/3/2021,41.37081,-83.09722,0,FM,,,,565.6462221
8,3,2021,8/3/2021,41.37298,-83.09485,0,FM,,,,393.7382876
8,3,2021,8/3/2021,41.36755,-83.10635,0,FM,,,,437.145614
8,3,2021,8/3/2021,41.359,-83.10109,0,FM,,,,468.4028304
8,4,2021,8/4/2021,41.4195,-83.07333,0,LM,,,,354.3406752
8,4,2021,8/4/2021,41.42349,-83.06602,0,LM,,,,542.4891287
8,9,2021,8/9/2021,41.44301,-83.00792,0,M,,,,329.7357495
8,9,2021,8/9/2021,41.44879,-83.01267,0,M,,,,634.7859666
8,9,2021,8/9/2021,41.41732,-83.08585,0,LM,,,,514.0642564
8,9,2021,8/9/2021,41.40079456,-83.09769174,0,UM,,,,441.2666354
8,9,2021,8/9/2021,41.39226944,-83.10660496,0,UM,,,,267.6501404
8,9,2021,8/9/2021,41.39144785,-83.1021431,0,UM,,,,387.18654
8,9,2021,8/9/2021,41.45251,-83.01987,0,M,,,,3837.709729
8,9,2021,8/9/2021,41.42392,-83.06187,0,M,,,,539.2429181
8,9,2021,8/9/2021,41.36177159,-83.10141627,0,FM,,,,84.22826576
8,9,2021,8/9/2021,41.42921,-83.04784,0,M,,,,757.7140627
8,9,2021,8/9/2021,41.42843,-83.05796,0,LM,,,,685.1728592
8,9,2021,8/9/2021,41.42687,-83.06239,0,LM,,,,103.1967515
8,10,2021,8/10/2021,41.41993939,-83.07674105,0,LM,,,,364.4058506
8,10,2021,8/10/2021,41.41384087,-83.08463014,0,LM,,,,459.1540766
8,10,2021,8/10/2021,41.44046,-83.03424,0,M,,,,580.8976722
