Province,Type,NWRFD,NWRSD,PlanningZone,Longitude,Latitude,Magnitude,ServedPeople,Quantity,As,Note1,F,Note4,Copper,Note7,City.num,Name.num
Henan,reservoir,E,E010000,5,114.37,32.01,medium,NA,800,NA,,NA,,NA,,310,2808
Henan,reservoir,E,E010000,5,114.95,31.77,large,NA,NA,NA,,NA,,NA,,310,2408
Henan,reservoir,E,E010000,5,114.65,31.85,large,NA,NA,NA,,NA,,NA,,310,3372
Henan,reservoir,E,E010000,5,NA,NA,medium,NA,NA,NA,,NA,,NA,,310,1907
Henan,reservoir,E,E010000,5,114.9,31.57,medium,NA,1200,NA,,NA,,NA,,310,3536
Henan,reservoir,E,E010000,5,115.35,31.78,medium,4,NA,NA,,NA,,NA,,310,2318
Henan,reservoir,E,E010000,5,115.43,31.78,medium,NA,250,NA,,NA,,NA,,310,3109
Henan,stream,E,E010000,5,115.5833333,31.93333333,medium,NA,678,NA,,NA,,NA,,310,2828
Henan,reservoir,E,E010000,5,115.04,32.23,medium,NA,NA,NA,,NA,,NA,,310,3317
Henan,stream,E,E020000,5,114.65,33.62,xlarge,NA,NA,NA,,NA,,NA,,359,4228
Henan,stream,E,E020000,5,115.18,33.65,large,NA,NA,NA,,NA,,NA,,359,534
Henan,reservoir,E,E010000,5,113.38,32.59,xlarge,31.2,2555,0.001833333,,0.476666667,,NA,,363,164
Henan,reservoir,E,E010000,5,113.57,32.39,large,5.4,250,0.0018,,0.313333333,,NA,,363,171
Henan,groundwater,E,E020000,5,NA,NA,large,NA,2020,0.00137,,0.34,,NA,,355,4183
Henan,groundwater,E,E020000,5,113.74,34.75,large,NA,2000,NA,,NA,,NA,,355,707
Henan,groundwater,E,E020000,5,113.58,34.78,large,NA,2000,NA,,NA,,NA,,355,2778
Henan,groundwater,E,E020000,5,NA,NA,medium,NA,454,NA,,NA,,NA,,355,4290
Henan,groundwater,E,E020000,5,NA,NA,large,8,100,NA,,NA,,NA,,355,2714
Henan,groundwater,E,E020000,5,113.31,34.8,large,NA,300,NA,,NA,,NA,,355,2715
Henan,groundwater,E,E020000,5,NA,NA,large,12,926,NA,,NA,,NA,,355,3898
Henan,groundwater,E,E020000,5,113.39,34.53,large,NA,685,NA,,NA,,NA,,355,3638
Henan,groundwater,D,D070000,5,NA,NA,large,NA,618,NA,,0.8,,NA,,151,1602
Henan,groundwater,D,D070000,5,NA,NA,large,NA,1496,NA,,1.4,,NA,,151,1604
Henan,groundwater,E,E020000,5,114.7,34.5,large,6.2,2333,NA,,0.4,,NA,,151,2458
Henan,groundwater,E,E020000,5,114.47,34.41,medium,4.8,554.9,NA,,1.18,,0.001,<,151,3151
Henan,groundwater,E,E020000,5,114.19,34.41,large,12.4,162,NA,,NA,,NA,,151,3277
Henan,groundwater,E,E020000,5,114.44,34.75,medium,2.9,NA,NA,,NA,,NA,,151,1607
Henan,groundwater,E,E020000,5,114.82,34.82,large,9.25,829,NA,,NA,,NA,,151,1671
Henan,groundwater,D,D060000,5,112.3666667,34.56666667,large,NA,1267.828448,NA,,0.3,,NA,,184,4054
Henan,groundwater,D,D060000,5,112.5166667,34.66666667,xlarge,NA,4890.195441,NA,,0.22,,NA,,184,1747
Henan,groundwater,D,D060000,5,112.4333333,34.7,large,NA,1057.497461,NA,,0.3,,NA,,184,693
Henan,groundwater,D,D060000,5,112.45,34.68333333,medium,NA,268.7562608,NA,,0.48,,NA,,184,3246
Henan,groundwater,D,D060000,5,112.45,34.7,medium,NA,NA,NA,,0.38,,NA,,184,1235
Henan,groundwater,D,D060000,5,112.4333333,34.68333333,large,NA,911.4342758,NA,,0.38,,NA,,184,1803
Henan,groundwater,D,D060000,5,112.4666667,34.68333333,large,NA,742.000981,NA,,0.42,,NA,,184,3351
Henan,groundwater,D,D060000,5,112.4833333,34.68333333,medium,NA,204.4884593,NA,,0.15,,NA,,184,2002
Henan,groundwater,D,D060000,5,112.5166667,34.68333333,medium,NA,3780.115234,NA,,0.47,,NA,,184,2009
Henan,groundwater,D,D060000,5,NA,NA,large,NA,747.8435084,NA,,NA,,NA,,184,1012
Henan,groundwater,D,D060000,5,NA,NA,medium,3.2,1656.36,NA,,NA,,NA,,184,1374
Henan,groundwater,D,D060000,5,112.8166667,34.71666667,medium,2.365217391,116.8,NA,,NA,,NA,,184,2945
Henan,groundwater,D,D060000,5,112.75,34.73333333,medium,4.434782609,219,NA,,NA,,NA,,184,1739
Henan,groundwater,D,D060000,5,112.1666667,34.71666667,medium,1.75,200,NA,,NA,,NA,,184,3127
Henan,groundwater,D,D060000,5,112.0333333,34.75,large,6.25,56,NA,,NA,,NA,,184,352
Henan,groundwater,D,D060000,5,112.075833,34.125,large,5,255,NA,,NA,,NA,,184,2966
Henan,groundwater,E,E020000,5,112.6333333,34.15,large,5.68,230,NA,,NA,,NA,,184,2603
Henan,groundwater,D,D060000,5,112.1333333,34.51666667,medium,1.9,93.5,NA,,NA,,NA,,184,3858
Henan,groundwater,D,D060000,5,112.1333333,34.51666667,medium,2.3,112.85,NA,,NA,,NA,,184,3864
Henan,groundwater,D,D060000,5,111.65,34.39,medium,NA,292.71,NA,,NA,,NA,,184,2003
Henan,groundwater,D,D060000,5,112.42,34.42,medium,NA,370,NA,,NA,,NA,,184,3830
Henan,groundwater,D,D060000,5,NA,NA,medium,NA,300,NA,,NA,,NA,,184,3764
Henan,groundwater,D,D060000,5,NA,NA,medium,NA,100,NA,,NA,,NA,,184,3762
Henan,groundwater,D,D060000,5,NA,NA,medium,NA,80,NA,,NA,,NA,,184,3763
Henan,groundwater,E,E020000,5,113.3,33.74,large,13.95173313,2100,0.02,<,0.02,<,0.05,<,207,2859
Henan,groundwater,E,E020000,5,NA,NA,large,14.16433097,2132,0.007,<,0.02,<,0.001,<,207,2390
Henan,groundwater,E,E020000,5,113.066667,33.014444,medium,1.5,630,0.002,<,0.02,<,0.001,<,207,176
Henan,groundwater,E,E020000,5,NA,NA,medium,3.5,588,0.007,<,0.5,,0.001,<,207,233
Henan,groundwater,E,E020000,5,113.35,33.62,medium,3.5,588,0.007,<,0.7,,0.001,<,207,3826
Henan,groundwater,E,E020000,5,113.066667,33.014722,large,5,546.4,0.007,<,0.02,<,0.001,<,207,1953
Henan,groundwater,E,E020000,5,113.003333,33.015556,medium,2,320,0.002,<,0.02,<,0.001,<,207,1430
Henan,groundwater,E,E010000,5,113,33,large,5.645,810,0.007,<,0.02,<,0.001,<,207,4011
Henan,groundwater,E,E020000,5,112.823889,34.143889,medium,3.386046512,560,0.05,<,0.93,,0.0049,,207,2606
Henan,groundwater,E,E020000,5,112.823889,34.140556,medium,4.413953488,730,0.007,<,0.85,,0.0075,<,207,2605
Henan,groundwater,C,C030000,5,114.3666667,36.18333333,xlarge,58.91,4269,0.01,<,0.2,,0.05,<,9,51
Henan,groundwater,C,C030000,5,114.9166667,35.93333333,large,5.8,249.9,0.023,,0.35,,0.4,<,9,2308
Henan,groundwater,C,C030000,5,114.35,35.93333333,medium,4.1,214,NA,,0.66,,NA,,9,3045
Henan,groundwater,D,D070000,5,114.5,35.58333333,large,6,443.8,NA,,0.02,<,NA,,9,1280
Henan,groundwater,C,C030000,5,114.3666667,35.71666667,medium,3.5,77.7,NA,,NA,,0.25,,105,1156
Henan,groundwater,C,C030000,5,114.55,35.66666667,medium,4.35,108,NA,,NA,,0.4,,105,1593
Henan,groundwater,C,C030000,5,114.2,35.6,large,5.2,325,NA,,NA,,0.1,,105,2454
Henan,groundwater,C,C030000,5,NA,NA,large,NA,1260,NA,,NA,,NA,,307,3656
Henan,groundwater,C,C030000,5,NA,NA,large,NA,1800,NA,,NA,,NA,,307,3657
Henan,groundwater,C,C030000,5,NA,NA,large,NA,1500,NA,,NA,,NA,,307,3659
Henan,groundwater,C,C030000,5,NA,NA,large,NA,NA,NA,,NA,,NA,,307,824
Henan,groundwater,C,C030000,5,113.6,35.3,medium,4.2,NA,NA,,NA,,NA,,307,3495
Henan,groundwater,C,C030000,5,114.2,35.14,medium,4,200,NA,,NA,,NA,,307,3750
Henan,groundwater,C,C030000,5,113.8,35.48,xlarge,20,2,NA,,NA,,NA,,307,3571
Henan,groundwater,C,C030000,5,NA,NA,xlarge,25.18802063,1095,0.004,,0.3,,0.02,,137,4232
Henan,groundwater,C,C030000,5,113.22,35.26,xlarge,33.5840275,1460,0.004,,0.34,,0.02,,137,3746
Henan,groundwater,C,C030000,5,NA,NA,medium,4.209504817,183,0.004,,0.39,,0.02,,137,4216
Henan,groundwater,C,C030000,5,NA,NA,medium,4.715565506,205,0.004,,0.33,,0.02,,137,696
Henan,groundwater,C,C030000,5,NA,NA,small,0.012881545,0.56,0.004,,0.34,,0.02,,137,2840
Henan,groundwater,C,C030000,5,NA,NA,large,5.43,1337.65,0.01,<,0.78,,0.8,,137,1098
Henan,groundwater,D,D060000,5,113.06,35.17,medium,NA,474.5,NA,,NA,,NA,,137,256
Henan,groundwater,D,D060000,5,113.4,35.08,large,5.2,1815.9,0.01,<,2.56,,0.05,<,137,2246
Henan,groundwater,D,D060000,5,113.08,34.94,medium,4.8,409,0.01,<,0.2,,0.001,<,137,3285
Henan,groundwater,D,D060000,5,112.92,35.13,large,12.2,900,NA,,NA,,NA,,137,2494
Henan,groundwater,D,D060000,5,112.8,34.9,large,5,986,NA,,NA,,NA,,137,2117
Henan,groundwater,D,D060000,5,112.4166667,35.16666667,large,11,1900,0.00055,,0.14,,0.00017,,131,2495
Henan,groundwater,D,D060000,5,112.4166667,35.16666667,medium,2.5,382,0.00064,,0.17,,0.00017,,131,306
Henan,groundwater,D,D060000,5,112.4833333,35.08333333,medium,3.2,1700,0.00006,<,0.02,<,0.001,<,131,2570
Henan,groundwater,D,D060000,5,112.6833333,35.15,medium,2,2300,0.00006,<,0.02,<,0.001,<,131,2493
Henan,groundwater,D,D070000,5,NA,NA,medium,4.8,307.8,NA,,1.8,,NA,,211,3935
Henan,groundwater,D,D070000,5,115,35.75,large,11.5,996,NA,,0.8,,NA,,211,2414
Henan,groundwater,C,C040000,5,115.1666667,35.9,medium,4.5,787,NA,,1.1,,NA,,211,2496
Henan,groundwater,C,C040000,5,115,33.96666667,medium,4.5,760,NA,,NA,,NA,,211,3698
Henan,groundwater,C,C040000,5,115.5,35.75,medium,4.38,285,NA,,1.2,,NA,,211,2116
Henan,groundwater,C,C040000,5,115.85,35.98333333,medium,1.2,909.15,0.007,,1.3,,0.1,,211,3013
Henan,groundwater,D,D070000,5,115,35.8,large,10,655,NA,,0.8,,NA,,211,3498
Henan,groundwater,E,E020000,5,113.6666667,33.75,xlarge,40.91,1460,NA,,NA,,NA,,316,2061
Henan,groundwater,E,E020000,5,113.8333333,34,medium,3.9,219,NA,,NA,,NA,,316,1464
Henan,groundwater,E,E020000,5,114.1666667,34.11666667,large,8.5,211.7,NA,,NA,,NA,,316,3743
Henan,groundwater,E,E020000,5,113.4666667,33.83333333,medium,2.6,180,NA,,NA,,NA,,316,3523
Henan,groundwater,E,E020000,5,113.4166667,34.2,medium,2,328.5,NA,,NA,,NA,,316,3967
Henan,groundwater,E,E020000,5,113.7666667,34.23333333,large,16,711.75,NA,,NA,,NA,,316,4058
Henan,groundwater,E,E020000,5,113.8333333,33.58333333,medium,4.5,260,0.00006,<,0.53,,NA,,183,2000
Henan,groundwater,E,E020000,5,113.75,33.4,large,6.09,864,0.00006,<,0.02,<,NA,,183,3369
Henan,groundwater,E,E020000,5,113.9166667,33.81666667,large,11.7,865.9,0.013,,0.6,,NA,,183,1818
Henan,groundwater,D,D050000,5,NA,NA,large,12.47,1336.5,NA,,NA,,0.3,,232,2832
Henan,groundwater,D,D050000,5,111.25,34.79,medium,3.48,114,NA,,NA,,NA,,232,3247
Henan,groundwater,D,D060000,5,111.99,34.76,large,6,70,NA,,NA,,NA,,232,1231
Henan,groundwater,D,D060000,5,NA,NA,small,NA,36,NA,,NA,,NA,,232,1433
Henan,groundwater,D,D060000,5,NA,NA,small,NA,36,NA,,NA,,NA,,232,3654
Henan,groundwater,D,D050000,5,111.07,37.7,large,7,1760,NA,,NA,,NA,,232,3284
Henan,groundwater,D,D050000,5,111.0417,34.0467,medium,3.6,130,NA,,NA,,NA,,232,4030
Henan,groundwater,D,D050000,5,111.0569,34.0542,small,0.2,23,NA,,NA,,NA,,232,3968
Henan,groundwater,D,D060000,5,111.5,35,medium,3.2,387.77,NA,,NA,,NA,,232,2036
Henan,groundwater,D,D050000,5,110.863333,34.589444,large,13,2051.3,NA,,NA,,NA,,232,2933
Henan,groundwater,F,F080000,5,112.5,33,xlarge,63.7,8709,0.0015,,0.23,,0.001,<,200,2294
Henan,groundwater,F,F080000,5,112.37,33.45,medium,4.8,140,NA,,0.28,,0.001,<,200,2300
Henan,groundwater,F,F080000,5,113.01,33.25,large,NA,550,NA,,0.34,,0.001,<,200,785
Henan,groundwater,F,F080000,5,111.48,33.3,large,NA,450,NA,,0.24,,0.001,<,200,3446
Henan,groundwater,F,F080000,5,112.23,33.03,medium,NA,156.2,0.00006,<,0.32,,0.001,<,200,4175
Henan,groundwater,F,F080000,5,111.96,32.96,large,6.3,NA,NA,,0.35,,0.001,<,200,2310
Henan,groundwater,F,F080000,5,110.97,33.42,large,13.8,2.71,NA,,0.28,,0.001,<,200,3451
Henan,groundwater,F,F080000,5,112.95,33.05,large,5.5,1291,NA,,0.61,,0.001,<,200,2743
Henan,groundwater,F,F080000,5,112.84,32.7,large,14,547.5,NA,,0.75,,0.001,<,200,3051
Henan,groundwater,F,F080000,5,112.23,32.15,large,11.3,6.36,0.00006,<,0.41,,0.004,,200,3665
Henan,groundwater,F,F080000,5,112.34,32.36,large,NA,NA,NA,,0.19,,0.001,<,200,3156
Henan,groundwater,F,F080000,5,NA,NA,large,15,2321,NA,,0.46,,0.001,<,200,569
Henan,groundwater,E,E020000,5,115.6333333,34.45,large,6.25,625,NA,,NA,,NA,,240,1777
Henan,groundwater,E,E020000,5,115.6333333,34.45,large,12.5,1250,NA,,NA,,NA,,240,1778
Henan,groundwater,E,E020000,5,115.6333333,34.45,large,6.25,625,NA,,NA,,NA,,240,2513
Henan,groundwater,E,E020000,5,115.6166667,34.38333333,large,11,212.2258065,NA,,NA,,NA,,240,2981
Henan,groundwater,E,E020000,5,NA,NA,large,NA,226.3741935,NA,,NA,,NA,,240,2980
Henan,groundwater,E,E020000,5,115.6833333,34.4,large,7.2,207.5,NA,,NA,,NA,,240,2703
Henan,groundwater,E,E020000,5,115.1333333,34.63333333,large,6.5,306.33,NA,,NA,,NA,,240,2149
Henan,groundwater,E,E020000,5,115.0833333,34.43333333,large,7.8,205.4,NA,,NA,,NA,,240,2979
Henan,groundwater,E,E020000,5,115.3333333,34.45,medium,1.8,178,0.01,<,0.8,,NA,,240,2330
Henan,groundwater,E,E020000,5,115.2833333,34.06666667,medium,3.5,300,NA,,NA,,NA,,240,4168
Henan,groundwater,E,E020000,5,115.8666667,34.4,medium,3,295.5,NA,,1.2,,NA,,240,3954
Henan,groundwater,E,E020000,5,116.1333333,33.21666667,medium,2.2,2020.2,0.03,,1.06,,0.07,,240,3485
Henan,groundwater,E,E020000,5,116.3666667,33.95,large,7,780.3,NA,,1.6,,NA,,240,3611
Henan,groundwater,E,E020000,5,116.3666667,33.95,medium,2,70,NA,,NA,,NA,,240,3918
Henan,groundwater,E,E020000,5,116.3666667,33.95,large,7.5,50,NA,,NA,,NA,,240,2757
Henan,groundwater,E,E010000,5,115.67,32.18,large,NA,200,NA,,NA,,NA,,310,1009
Henan,groundwater,E,E010000,5,115.42,32.47,medium,NA,130,NA,,NA,,NA,,310,1291
Henan,groundwater,E,E010000,5,114.74,32.34,medium,NA,150,NA,,NA,,NA,,310,3447
Henan,groundwater,E,E020000,5,NA,NA,xlarge,23.5,NA,NA,,NA,,NA,,359,168
Henan,groundwater,E,E020000,5,NA,NA,medium,NA,0.96,NA,,NA,,NA,,359,4229
Henan,groundwater,E,E020000,5,NA,NA,medium,NA,2,NA,,NA,,NA,,359,4230
Henan,groundwater,E,E020000,5,114.38,34.06,medium,3.3,130,NA,,NA,,NA,,359,838
Henan,groundwater,E,E020000,5,115.0666667,33.41666667,medium,3,184.7,0.00006,<,0.97,,0.001,<,359,3404
Henan,groundwater,E,E020000,5,114.6,33.54,large,7.78,200,0.0007,,NA,,NA,,359,2704
Henan,groundwater,E,E020000,5,115.15,33.93333333,large,NA,476,NA,,0.59,,NA,,359,2760
Henan,groundwater,E,E020000,5,115.17,33.64,xlarge,NA,2700,NA,,NA,,NA,,359,535
Henan,groundwater,E,E020000,5,114.8666667,33.76666667,medium,4.2,251.1,NA,,0.16,,NA,,359,1303
Henan,groundwater,E,E020000,5,115.0166667,34.25,large,7.24,425.22,0.002,<,0.06,,NA,,359,3024
Henan,groundwater,E,E020000,5,115.48,33.86,large,14,784,NA,,NA,,NA,,359,1973
Henan,groundwater,E,E020000,5,114.861111,33.427778,large,11.9,1270,0.05,<,0.9,,0.5,<,359,3544
Henan,groundwater,E,E010000,5,114,32.9,large,NA,657,0.00006,<,0.02,<,0.001,<,363,4248
Henan,groundwater,E,E010000,5,113.3,33.1,large,6.35,646,0.00006,<,0.02,<,0.001,<,363,143
Henan,groundwater,E,E010000,5,114.2,33.2,medium,4.5,632,0.0018,,0.38,,0.001,<,363,277
Henan,groundwater,E,E010000,5,113.9,33.1,medium,2.5,364,0.00006,<,0.39,,0.03,,363,2563
Henan,groundwater,E,E010000,5,114.19,32.74,large,6.5,794,0.00006,<,0.02,<,0.05,,363,2604
Henan,groundwater,E,E010000,5,114.24,32.4,large,5.5,120,0.00006,<,0.02,<,0.001,<,363,993
Henan,groundwater,E,E010000,5,114.38,32.15,medium,3.12,408,0.002,<,0.4,<,0.01,<,363,998
Henan,groundwater,E,E010000,5,114.01,32.8,medium,NA,251,0.00006,<,0.02,<,0.001,<,363,2577
Henan,groundwater,E,E010000,5,114.3,32.6,medium,2.85,238,0.00006,<,0.02,<,0.001,<,363,4170
Henan,groundwater,F,F080000,5,113.3,32.7,medium,3.5,330,0.00006,<,0.02,<,0.001,<,363,2126
Hubei,stream,F,F100000,6,114.22,30.47,xlarge,80,15947,0.007,<,0.29,,0.004,,292,129
Hubei,stream,F,F100000,6,114.33,30.62,xlarge,45,9033,0.007,<,0.29,,0.004,,292,3943
Hubei,stream,F,F100000,6,114.27,30.55,xlarge,31,6130,0.007,<,0.29,,0.004,,292,2384
Hubei,stream,F,F100000,6,114.33,30.65,large,6,1160,0.007,<,0.29,,0.004,,292,571
Hubei,stream,F,F100000,6,114.17,30.45,large,10,2035,0.007,<,0.29,,0.004,,292,734
Hubei,stream,F,F100000,6,114.53,30.65,xlarge,51,10041,0.007,<,0.29,,0.004,,292,3342
Hubei,stream,F,F080000,6,114.2,30.57,xlarge,29,5754,0.007,<,0.32,,0.004,,292,2490
Hubei,stream,F,F080000,6,114.23,30.57,large,6,1164,0.007,<,0.32,,0.004,,292,1064
Hubei,stream,F,F080000,6,114.2,30.58,xlarge,130,25960,0.007,<,0.32,,0.004,,292,4295
Hubei,stream,F,F080000,6,114.15,30.6,xlarge,23,4629,0.007,<,0.32,,0.004,,292,111
Hubei,stream,F,F100000,6,114.06,30.32,medium,1,121,0.007,<,0.34,,0.004,,292,1119
Hubei,stream,F,F100000,6,114.13,30.33,large,9,1880,0.007,<,0.215,,0.004,,292,1469
Hubei,stream,F,F100000,6,114.8,30.83,medium,4,700,0.007,<,0.235,,0.004,,292,3672
Hubei,stream,F,F100000,6,114.55,30.65,medium,3,672,0.007,<,0.29,,0.004,,292,3671
Hubei,stream,F,F080000,6,114.1,30.6,large,13,2490,0.007,<,0.32,,0.004,,292,689
Hubei,stream,F,F080000,6,113.97,30.7,medium,2,365,0.007,<,0.32,,0.004,,292,688
Hubei,stream,F,F080000,6,114.04,30.58,large,5,900,0.007,<,0.325,,0.004,,292,276
Hubei,stream,F,F100000,6,114.37,30.87,medium,2,442,0.007,<,0.225,,0.004,,292,1309
Hubei,stream,F,F100000,6,115.0333,30.25,xlarge,78.19,10950,0.007,<,NA,,0.013,,124,1326
Hubei,stream,F,F100000,6,115.6833,30.6667,large,6.3,6905,0.007,<,NA,,0.013,,124,2943
Hubei,stream,F,F100000,6,115.2,29.8333,large,12.5,1825,0.007,<,NA,,0.001,,124,2791
Hubei,reservoir,F,F080000,6,110.55,32.6833,xlarge,33,12728,0.007,<,0.22,,0.008,,250,1319
Hubei,reservoir,F,F080000,6,110.7833,32.55,large,6.54,2280,0.007,<,0.16,,0.008,,250,2031
Hubei,reservoir,F,F080000,6,110.8167,32.5167,medium,3.26,960,0.007,<,0.17,,0.009,,250,2081
Hubei,reservoir,F,F080000,6,110.8667,32.5,medium,2.71,571,0.007,<,0.14,,0.009,,250,3944
Hubei,reservoir,F,F080000,6,111.35,33.3333,small,0.5,510,0.007,<,0.15,,0.008,,250,3181
Hubei,reservoir,F,F080000,6,110.75,32.5833,medium,2.7,475,0.007,<,0.16,,0.008,,250,144
Hubei,reservoir,F,F080000,6,111.3667,33.35,medium,NA,190,0.007,<,0.28,,0.011,,250,3744
Hubei,stream,F,F080000,6,111.2667,33.25,large,9.59,1000,0.007,<,0.2,,0.008,,250,541
Hubei,reservoir,F,F080000,6,110.7833,32.8333,medium,1.41,589,0.007,<,0.29,,0.008,,250,3038
Hubei,reservoir,F,F080000,6,110.3167,33.0167,medium,4,660,0.007,<,0.18,,0.008,,250,3193
Hubei,stream,F,F080000,6,110.2,32.1833,medium,2.3,220,0.007,<,0.16,,0.008,,250,728
Hubei,stream,F,F080000,6,110.2333,32.2167,medium,1.7,180,0.007,<,0.11,,0.009,,250,727
Hubei,reservoir,F,F080000,6,109.617,32.5,medium,4.1,500,0.007,<,0.19,,0.008,,250,4246
Hubei,stream,F,F080000,6,110.7333,32.0667,medium,4.2,464,0.007,<,0.17,,0.008,,250,2035
Hubei,reservoir,F,F080000,6,110.6667,32.5,large,17.37,800,0.007,<,0.16,,0.008,,250,540
Hubei,reservoir,F,F100000,6,111.4348958,30.53424658,medium,1,45.99,0.007,<,NA,,0.004,,329,1873
Hubei,reservoir,F,F100000,6,111.46875,30.54794521,small,0.5,32.85,0.007,<,NA,,0.004,,329,2146
Hubei,reservoir,F,F100000,6,111.4869792,30.5,large,10,131.4,0.007,<,NA,,0.004,,329,2701
Hubei,stream,F,F100000,6,111.4010417,30.57077626,medium,3,197.1,0.007,<,NA,,0.004,,329,3550
Hubei,stream,F,F100000,6,111.4010417,30.63926941,medium,2.6,170.82,0.007,<,NA,,0.004,,329,3347
Hubei,reservoir,F,F100000,6,111.3125,30.60958904,small,0.3,19.71,0.007,<,NA,,0.004,,329,2427
Hubei,reservoir,F,F100000,6,111.234375,30.6369863,medium,1.5,197.1,0.007,<,NA,,0.004,,329,2258
Hubei,reservoir,F,F100000,6,111.1770833,30.66666667,small,0.3,19.71,0.007,<,NA,,0.004,,329,2894
Hubei,reservoir,F,F100000,6,111.0703125,30.65525114,small,0.4,26.28,0.007,<,NA,,0.004,,329,3249
Hubei,stream,F,F060000,6,111.2578125,30.73287671,medium,2.5,164.25,0.007,<,NA,,0.004,,329,4267
Hubei,reservoir,F,F060000,6,111.3,31.3,small,NA,NA,0.007,<,NA,,0.004,,329,3722
Hubei,reservoir,F,F060000,6,111.3333333,31.21666667,small,NA,NA,0.007,<,NA,,0.004,,329,3078
Hubei,reservoir,F,F060000,6,111.3166667,31.05,small,NA,NA,0.007,<,NA,,0.004,,329,3382
Hubei,reservoir,F,F060000,6,111.4270833,30.79680365,xlarge,55,5942,0.007,<,NA,,0.004,,329,1021
Hubei,stream,F,F060000,6,111.2838542,30.73515982,large,6,394.2,0.007,<,NA,,0.004,,329,3381
Hubei,stream,F,F060000,6,111.2760417,30.76712329,medium,1.5,98.55,0.007,<,NA,,0.004,,329,3468
Hubei,stream,F,F060000,6,111.3307292,30.71689498,medium,1.7,111.69,0.007,<,NA,,0.004,,329,3817
Hubei,stream,F,F060000,6,111.3125,30.70091324,medium,1,65.7,0.007,<,NA,,0.004,,329,2942
Hubei,stream,F,F060000,6,111.2005208,31.29680365,small,0.5,32.85,0.007,<,NA,,0.004,,329,4035
Hubei,stream,F,F060000,6,111.203125,31.11187215,small,0.5,32.85,0.007,<,NA,,0.004,,329,3375
Hubei,reservoir,F,F060000,6,111.3828125,31,small,0.4,26.28,0.007,<,NA,,0.004,,329,2713
Hubei,stream,F,F060000,6,111.375,30.85388128,small,0.3,19.71,0.007,<,NA,,0.004,,329,1316
Hubei,reservoir,F,F060000,6,111.3411458,30.76712329,large,8,525.6,0.007,<,NA,,0.004,,329,2093
Hubei,reservoir,F,F100000,6,111.4635417,30.79223744,medium,1.5,98.55,0.007,<,NA,,0.004,,329,778
Hubei,reservoir,F,F100000,6,111.5859375,30.73972603,medium,3.5,229.95,0.007,<,NA,,0.004,,329,110
Hubei,stream,F,F060000,6,110.9635417,30.88584475,small,0.5,32.85,0.007,<,NA,,0.004,,329,3032
Hubei,reservoir,F,F060000,6,111.0338542,30.88584475,medium,1,39.42,0.007,<,NA,,0.004,,329,2721
Hubei,stream,F,F060000,6,111.0703125,30.83333333,small,0.5,32.85,0.007,<,NA,,0.004,,329,2632
Hubei,stream,F,F100000,6,111.5,32.1333,medium,3.2,175,NA,,0.08,,0.001,<,329,1583
Hubei,reservoir,F,F060000,6,110.0333,31.0667,medium,2,147,0.005,,0.05,,0.05,,329,992
Hubei,reservoir,F,F100000,6,111.1667,30.4667,medium,3.5,360,NA,,3.33,,0.001,<,329,935
Hubei,reservoir,F,F100000,6,NA,NA,small,0.6,30,NA,,3.79,,0.001,<,329,1994
Hubei,stream,F,F100000,6,NA,NA,medium,1.52,70,NA,,NA,,0.001,<,329,2794
Hubei,stream,F,F100000,6,111.4426,30.3936,large,5.9,795,NA,,NA,,0.001,<,329,1958
Hubei,reservoir,F,F100000,6,111.457,30.4033,medium,1.5433,201,NA,,NA,,0.001,<,329,1957
Hubei,reservoir,F,F100000,6,111.7,30.95,large,11.17,1010,0.01,,NA,,0.008,,329,963
Hubei,stream,F,F100000,6,111.65,30.68,medium,����,167,0.007,<,NA,,0.008,,329,1582
Hubei,stream,F,F100000,6,111.75,30.2667,large,13.1,1620,NA,,NA,,0.004,,329,2029
Hubei,stream,F,F060000,6,110.99,30.83,medium,2.25,201.4,0.007,<,NA,,0.004,,329,2080
Hubei,reservoir,F,F060000,6,NA,NA,medium,2,704.2,0.007,<,NA,,0.004,,329,3805
Hubei,stream,F,F080000,6,112.25,31.0833,xlarge,35.7,9740,0.00084,,0.42,,0.004,,302,1106
Hubei,stream,F,F080000,6,112.25,31.0833,xlarge,23.68,6039,0.00083,,0.43,,0.004,,302,1115
Hubei,stream,F,F080000,6,112.25,31.0833,large,12,4090,0.0008,,0.43,,0.004,,302,1107
Hubei,stream,F,F080000,6,112.25,31.0833,medium,2,2800,0.00039,,0.38,,0.004,,302,1110
Hubei,stream,F,F080000,6,112.25,31.0833,medium,1.3,563.0685,0.00084,,0.42,,0.004,,302,1116
Hubei,stream,F,F080000,6,112.25,31.0833,small,0.3,585,0.00084,,0.42,,0.004,,302,1109
Hubei,groundwater,F,F080000,6,112.25,31.0833,large,7.4,1559,0.00206,,0.56,,0.015,,302,3551
Hubei,groundwater,F,F080000,6,112.25,31.0833,medium,3.8,1246,0.0033,,1.06,,0.441,,302,4051
Hubei,reservoir,F,F080000,6,112.3833,32.3,large,9.49,791,0.00053,,0.34,,0.004,,302,2629
Hubei,stream,F,F080000,6,110.75,32.28,large,9.5,751.8,0.00069,,0.4,,0.004,,302,1108
Hubei,reservoir,F,F080000,6,111.45,32.4667,medium,2,148,0.00045,,0.39,,0.004,,302,4007
Hubei,stream,F,F080000,6,111.45,32.4667,medium,3.2,259,0.00037,,0.37,,0.004,,302,2524
