Province,Type,NWRFD,NWRSD,PlanningZone,Longitude,Latitude,Magnitude,ServedPeople,Quantity,As,Note1,F,Note4,Copper,Note7,City.num,Name.num
Shandong,reservoir,E,E050000,1,120.68,37.281,large,8,205,NA,,0.3,,0.01,<,319,1898
Shandong,reservoir,E,E050000,1,119.46,36.42,medium,3.952202643,300,0.007,<,0.3,,0.01,<,280,114
Shandong,reservoir,E,E050000,1,119.08,36.6,xlarge,28.19237885,2140,0.007,<,0.27,,0.01,<,280,3470
Shandong,reservoir,E,E050000,1,118.79,36.3,large,12,1100,0.007,<,0.25,,0.01,<,280,924
Shandong,reservoir,E,E050000,1,119.4,36,large,18.6,1299,0.007,<,0.2,,0.01,<,280,2643
Shandong,reservoir,E,E050000,1,119.15,37.04,medium,2,740,0.007,<,0.2,,0.01,<,280,2404
Shandong,reservoir,E,E050000,1,119.05,36.23,large,5.5,NA,0.007,<,0.15,,0.01,<,280,2176
Shandong,reservoir,E,E050000,1,119.43,36.13,large,17,700,0.007,<,0.2,,0.01,<,280,3260
Shandong,reservoir,D,D070000,1,117.2,36.28,xlarge,24.3,3500,0.007,<,0.2,,0.01,<,263,1324
Shandong,reservoir,D,D070000,1,117.78,35.93,large,12.6,949,0.007,<,0.2,,0.01,<,263,1495
Shandong,reservoir,D,D070000,1,117.58,35.88,large,6.8,401.5,0.007,<,0.3,,0.01,<,263,1028
Shandong,reservoir,E,E050000,1,121.93,37.17,large,16.72361156,1226,0.004,,0.2,,0.01,<,279,2121
Shandong,reservoir,E,E050000,1,122.12,37.37,large,13.29977265,975,0.004,,0.366666667,,0.01,<,279,1008
Shandong,reservoir,E,E050000,1,122.1,37.38,medium,3.942189022,289,0.004,,0.266666667,,0.01,<,279,3001
Shandong,reservoir,E,E050000,1,122.12,37.3,medium,4.365053589,320,0.004,,0.3,,0.01,<,279,1058
Shandong,reservoir,E,E050000,1,121.83,36.95,medium,3.137382267,230,0.004,,0.333333333,,0.01,<,279,3819
Shandong,stream,E,E050000,1,122.25,37.3,small,0.531990906,39,0.004,,0.2,,0.01,<,279,2786
Shandong,reservoir,E,E050000,1,121.92,37.18,large,15,1163,0.004,,0.2,,0.01,<,279,2121
Shandong,reservoir,E,E050000,1,121.92,37.27,large,Ӧ��,NA,0.004,,0.333333333,,0.01,<,279,1658
Shandong,reservoir,E,E050000,1,122.52,37.2,large,11.47591837,426,0.004,,0.133333333,,0.01,<,279,1236
Shandong,reservoir,E,E050000,1,NA,NA,medium,4.525714286,168,0.004,,0.133333333,,0.01,<,279,3552
Shandong,stream,E,E050000,1,122.53,37.18,large,NA,NA,0.004,,0.2,,0.01,<,279,3731
Shandong,reservoir,E,E050000,1,122.307,37.08,large,10.39836735,386,0.004,,0.3,,0.01,<,279,3227
Shandong,stream,E,E050000,1,122.35,37.02,large,NA,NA,0.004,,0.2,,0.01,<,279,915
Shandong,stream,E,E050000,1,NA,NA,large,NA,NA,0.004,,0.2,,0.01,<,279,3254
Shandong,reservoir,E,E050000,1,121.38,37.03,large,12.5,800,0.004,,0.2,,0.01,<,279,1893
Shandong,reservoir,E,E040000,1,119.33,35.43,large,14.79816754,1713,0.007,<,0.25,,0.01,<,231,2593
Shandong,reservoir,E,E050000,1,119.15,35.63,large,7.357142857,547.5,0.007,<,0.2,,0.01,<,231,2802
Shandong,reservoir,E,E050000,1,119.32,35.7,medium,2.942857143,219,0.007,<,0.2,,0.01,<,231,815
Shandong,reservoir,D,D070000,1,117.88,36.27,medium,3.089135425,510,0.007,<,0.27,,0.01,<,157,2480
Shandong,reservoir,D,D070000,1,117.84,36.34,small,0.006057128,1,NA,,0.36,,0.01,<,157,3780
Shandong,reservoir,E,E040000,1,117.75,35.43,xlarge,22.86249558,2920,0.007,<,0.2,,0.01,<,173,56
Shandong,stream,E,E040000,1,118.42,35.5,large,8.6,360,NA,,NA,,0.01,<,173,2158
Shandong,stream,E,E040000,1,118.42,35.5,large,NA,NA,NA,,NA,,0.01,<,173,2296
Shandong,reservoir,E,E040000,1,118.87,35.23,large,9.5,535,0.007,<,0.59,,0.01,<,173,2806
Shandong,reservoir,E,E040000,1,118.72,34.98,large,5.9,390,0.007,<,0.2,,0.01,<,173,1827
Shandong,reservoir,C,C040000,1,116.48,37.3,xlarge,NA,2383,0.007,<,0.79,,0.01,,60,609
Shandong,reservoir,C,C040000,1,NA,NA,large,NA,NA,0.007,<,0.8,,0.01,,60,982
Shandong,reservoir,C,C040000,1,116.83,37.67,large,6.8,150,0.007,<,0.8,,0.01,<,60,3564
Shandong,reservoir,C,C040000,1,117.5,37.86,xlarge,30,230,0.007,<,0.9,,0.01,<,60,3760
Shandong,groundwater,D,D070000,1,116.52,36.25,large,9,506,NA,,NA,,NA,,129,4130
Shandong,groundwater,D,D070000,1,116.2,36.02,medium,2.3,642.2,0.02,<,NA,,NA,,129,373
Shandong,groundwater,D,D070000,1,116.2,36.02,medium,3.5,202.5,0.02,<,NA,,NA,,129,635
Shandong,groundwater,C,C040000,1,117.17,36.9,medium,4.5,180,0.007,<,0.64,,0.0033,,129,984
Shandong,groundwater,C,C040000,1,116.96,36.98,medium,NA,NA,0.005,,0.64,,0.0049,,129,3031
Shandong,groundwater,C,C040000,1,116.98,37.1,medium,NA,232.5,0.01,<,NA,,NA,,129,3670
Shandong,groundwater,E,E050000,1,117.55,36.7,large,7.5,2.03,NA,,NA,,NA,,129,1163
Shandong,groundwater,E,E050000,1,117.37,36.68,large,6.3,2,NA,,NA,,NA,,129,2762
Shandong,groundwater,E,E050000,1,120,36.4,xlarge,50.84889852,6032.9,0.01,<,0.639473684,,0.01,<,222,455
Shandong,groundwater,E,E050000,1,120.4,36.3,medium,3.076438853,365,0.01,<,0.29,,0.01,<,222,124
Shandong,groundwater,E,E050000,1,120.4,36.3,large,8.56,1460,0.01,<,0.29,,0.01,<,222,125
Shandong,groundwater,E,E050000,1,120.1,36.3,large,10.56167331,1017,0.01,<,0.639473684,,0.01,<,222,454
Shandong,groundwater,E,E050000,1,120.5,36.4,medium,4.496762703,544,0.01,<,0.2,,0.01,<,222,2169
Shandong,groundwater,E,E050000,1,120.4,36.4,small,0.826610791,100,0.01,<,0.35,,0.01,<,222,2047
Shandong,groundwater,E,E050000,1,120.2,36.8,large,5.297276702,498,0.01,<,0.225,,0.01,<,222,4149
Shandong,groundwater,E,E050000,1,120,36.8,medium,3.063485322,288,0.01,<,0.3,,0.01,<,222,126
Shandong,groundwater,E,E050000,1,119.9,35.9,large,5.849103586,783,0.01,<,0.266666667,,0.01,<,222,804
Shandong,groundwater,E,E050000,1,117.77,36.63,medium,4,471,0.007,<,0.35,,0.01,<,364,416
Shandong,groundwater,E,E050000,1,118.13,36.54,large,10,894,0.007,<,0.15,,0.01,<,364,235
Shandong,groundwater,E,E050000,1,118.08,36.48,large,6,201,0.021,,0.2,,0.01,<,364,1640
Shandong,groundwater,E,E050000,1,118.3,36.75,xlarge,60,9800,0.007,<,0.25,,0.01,<,364,511
Shandong,groundwater,E,E050000,1,118.33,36.82,large,10,1752,0.007,<,0.4,,0.01,<,364,3917
Shandong,groundwater,E,E050000,1,117.85,36.48,xlarge,20,2059,0.007,<,0.25,,0.01,<,364,2759
Shandong,groundwater,E,E050000,1,118.02,36.42,xlarge,20,1095,0.007,<,0.5,,0.01,<,364,3079
Shandong,groundwater,E,E050000,1,118.05,36.42,large,10,NA,0.007,<,0.35,,0.01,<,364,3989
Shandong,groundwater,E,E050000,1,117.75,36.67,large,6,415,0.007,<,0.35,,0.01,<,364,3776
Shandong,groundwater,E,E050000,1,117.71,36.65,medium,4,195,0.007,<,0.35,,0.01,<,364,186
Shandong,groundwater,E,E050000,1,117.83,36.85,medium,3,121,0.007,<,0.75,,0.01,<,364,2292
Shandong,groundwater,E,E050000,1,118.13,36.23,medium,3,146,0.007,<,0.3,,0.01,<,364,4184
Shandong,groundwater,E,E050000,1,118.15,36.17,large,5,292,0.007,<,0.8,,0.01,<,364,217
Shandong,groundwater,E,E050000,1,117.82,37.17,medium,NA,147,0.007,<,1.05,,0.01,<,364,917
Shandong,groundwater,E,E040000,1,117.57,34.81,large,9.4,1569,0.007,<,0.2,,0.01,<,343,2792
Shandong,groundwater,E,E040000,1,117.64,34.8,large,16,1748,0.007,<,0.2,,0.01,<,343,682
Shandong,groundwater,E,E040000,1,117.55,34.89,medium,3.1,418,0.007,<,0.2,,0.01,<,343,1625
Shandong,groundwater,E,E040000,1,117.21,34.8,large,14,2489,0.007,<,0.4,,0.01,<,343,1498
Shandong,groundwater,E,E040000,1,117.58,34.76,large,8,1415,0.007,<,0.3,,0.01,<,343,3874
Shandong,groundwater,E,E040000,1,117.55,34.6,large,6.2,1574,0.007,<,0.2,,0.01,<,343,4012
Shandong,groundwater,E,E040000,1,117.23,34.9,medium,4,1204,0.007,<,0.2,,0.01,<,343,2696
Shandong,groundwater,E,E040000,1,117.2,35,xlarge,31.6392,2641,0.007,<,0.2,,0.01,<,343,1543
Shandong,groundwater,E,E050000,1,118.41,37.04,large,7,500,NA,,NA,,NA,,66,1033
Shandong,groundwater,E,E050000,1,121.35,37.4,large,����,����,0.005,<,0.1,<,0.05,<,319,2167
Shandong,groundwater,E,E050000,1,121.31,37.46,large,����,����,0.005,<,0.1,<,0.05,<,319,3067
Shandong,groundwater,E,E050000,1,121.31,37.48,large,����,����,0.005,<,0.4,,0.05,<,319,3428
Shandong,groundwater,E,E050000,1,121.26,37.49,medium,3.2,330,0.005,<,0.1,<,0.05,<,319,2558
Shandong,groundwater,E,E050000,1,NA,NA,large,5.4,380,NA,,NA,,NA,,319,2557
Shandong,groundwater,E,E050000,1,121.53,37.4,large,7.07,300,NA,,0.2,,NA,,319,3605
Shandong,groundwater,E,E050000,1,120.95,37.9258,medium,2.5,65,NA,,NA,,NA,,319,2298
Shandong,groundwater,E,E050000,1,120.54,37.7,xlarge,NA,NA,0.005,<,NA,,0.05,<,319,437
Shandong,groundwater,E,E050000,1,120.62,37.61,medium,4.464285714,250,NA,,NA,,NA,,319,2166
Shandong,groundwater,E,E050000,1,NA,NA,medium,NA,NA,0.007,<,0.44,,0.003,,319,4294
Shandong,groundwater,E,E050000,1,120.718,36.976,large,10.55,800,0.007,<,0.37,,0.003,,319,4277
Shandong,groundwater,E,E050000,1,120.21,37.08,large,NA,0,0.007,<,0.48,,NA,,319,3567
Shandong,groundwater,E,E050000,1,119.97,37.22,large,NA,0,NA,,NA,,NA,,319,1059
Shandong,groundwater,E,E050000,1,119.87,37.03,large,5.5,30,NA,,NA,,NA,,319,1842
Shandong,groundwater,E,E050000,1,120.94,37.65,large,6.724137931,300,0.005,<,NA,,0.05,<,319,414
Shandong,groundwater,E,E050000,1,120.4,37.32,medium,2.133948292,109.5,NA,,NA,,NA,,319,2819
Shandong,groundwater,E,E050000,1,NA,NA,small,0.15980252,8.2,NA,,0.18,,NA,,319,284
Shandong,groundwater,E,E050000,1,121.16,36.77,large,14.2,NA,0.005,<,0.2,,0.05,<,319,1097
Shandong,groundwater,E,E050000,1,119.41,36.63,xlarge,27.6654185,2100,0.007,<,0.2,,0.01,<,280,3270
Shandong,groundwater,E,E050000,1,120,36.68,large,8,550,0.007,<,0.4,,0.01,<,280,1477
Shandong,groundwater,E,E050000,1,119.49,36.45,medium,3,280,0.007,<,0.54,,0.01,<,280,680
Shandong,groundwater,E,E050000,1,119.27,36.67,large,6.1,0.7,0.007,<,NA,,0.01,<,280,2182
Shandong,groundwater,E,E050000,1,118.53,36.52,large,15,512.7,0.007,<,NA,,0.01,<,280,1809
Shandong,groundwater,E,E050000,1,118.53,36.6,medium,1.391363948,200,0.007,<,0.24,,0.01,<,280,396
Shandong,groundwater,E,E050000,1,118.44,36.71,large,18.90863605,2718,0.007,<,0.22,,0.01,<,280,519
Shandong,groundwater,E,E050000,1,118.77,36.85,xlarge,23,879,0.007,<,NA,,0.01,<,280,2867
Shandong,groundwater,E,E050000,1,118.81,36.89,medium,1.7,850,0.007,<,0.2,,0.01,<,280,1102
Shandong,groundwater,E,E050000,1,119.12,36.42,large,15,744.6,0.007,<,0.2,,0.01,<,280,3291
Shandong,groundwater,E,E050000,1,119.39,36.86,large,8.208191126,1850,0.007,<,NA,,0.01,<,280,316
Shandong,groundwater,E,E050000,1,119.41,36.81,medium,4.791808874,1080,0.007,<,NA,,0.01,<,280,315
Shandong,groundwater,E,E040000,1,NA,NA,large,NA,464,0.007,<,0.52,,0.01,<,130,2279
Shandong,groundwater,E,E040000,1,NA,NA,large,NA,749,0.007,<,0.56,,0.01,<,130,1432
Shandong,groundwater,E,E040000,1,116.58,35.42,large,NA,2865,0.007,<,0.56,,0.01,<,130,339
Shandong,groundwater,E,E040000,1,117.13,34.8,large,5,304,0.002,<,0.7,,0.01,<,130,345
Shandong,groundwater,E,E040000,1,116.68,35.01,medium,4,146,NA,,NA,,NA,,130,3951
Shandong,groundwater,E,E040000,1,116.68,35,medium,1,10,NA,,NA,,NA,,130,1559
Shandong,groundwater,E,E040000,1,116.38,35.32,large,6.4,350,NA,,NA,,NA,,130,3256
Shandong,groundwater,E,E040000,1,116.32,35.42,large,8,600,NA,,0.55,,0.01,<,130,1260
Shandong,groundwater,E,E040000,1,116.48,35.73,large,8,991.9,0.002,<,0.2,,0.01,<,130,677
Shandong,groundwater,E,E040000,1,117.28,35.63,large,5.1,260,0.007,<,NA,,0.01,<,130,2935
Shandong,groundwater,E,E040000,1,116.1,35.8,large,8.2,417,0.002,<,NA,,0.01,<,130,1775
Shandong,groundwater,E,E040000,1,116.99,35.57,large,12,992,NA,,0.2,,NA,,130,2272
Shandong,groundwater,E,E040000,1,116.84,35.57,large,8.02,911.05,0.007,<,0.5,,0.01,<,130,650
Shandong,groundwater,E,E040000,1,NA,NA,large,6.24,331.29,0.007,<,0.5,,0.01,<,130,3409
Shandong,groundwater,E,E040000,1,NA,NA,medium,3.57,165.65,0.007,<,0.6,,0.01,<,130,2231
Shandong,groundwater,E,E040000,1,116.94,35.32,xlarge,25.5,1346,0.007,<,0.8,,0.01,<,130,3050
Shandong,groundwater,E,E040000,1,116.92,35.4,small,0.5,59,0.007,<,0.9,,0.01,<,130,1457
Shandong,groundwater,D,D070000,1,117.1,36.88,large,10.7,1400,0.007,<,0.2,,0.01,<,263,685
Shandong,groundwater,D,D070000,1,117.2,36.07,large,12.83,898,0.007,<,0.2,,0.01,<,263,1580
Shandong,groundwater,E,E040000,1,116.8,35.78,large,12.5,1239,0.007,<,0.1,,0.01,<,263,1275
Shandong,groundwater,D,D070000,1,116.47,35.87,large,17.8,955,0.007,<,0.16,,0.01,<,263,666
Shandong,groundwater,D,D070000,1,116.73,36.17,large,9.7,1800,0.007,<,0.2,,0.01,<,263,369
Shandong,groundwater,E,E040000,1,119.42,35.37,large,17.65759162,2044,0.007,<,0.23,,0.01,<,231,872
Shandong,groundwater,E,E040000,1,119.58,35.58,small,0.544240838,63,0.007,<,0.4,,0.01,<,231,1781
Shandong,groundwater,E,E040000,1,119.22,35.15,medium,4.4,292,0.007,<,0.4,,0.01,<,231,3707
Shandong,groundwater,E,E040000,1,119.35,35.25,medium,4.4,30,0.007,<,0.2,,0.01,<,231,1585
Shandong,groundwater,E,E040000,1,118.87,35.58,large,10.1,1200,NA,,0.3,,0.01,<,231,1584
Shandong,groundwater,D,D070000,1,117.77,36.18,large,11.30138995,1865.8,0.01,<,0.3,,0.01,<,157,2367
Shandong,groundwater,D,D070000,1,117.6,36.2,medium,2.422851313,400,0.01,<,0.25,,0.01,<,157,3825
Shandong,groundwater,D,D070000,1,117.63,36.22,medium,2.180566182,360,0.01,<,0.31,,0.01,<,157,1666
Shandong,groundwater,D,D070000,1,117.84,36.06,small,0.06039424,3.6,0.01,<,0.22,,0.01,<,157,4148
Shandong,groundwater,D,D070000,1,117.8,36.06,medium,2.449321963,146,0.007,<,0.076,,0.01,<,157,3712
Shandong,groundwater,D,D070000,1,117.83,36.06,medium,2.326855865,138.7,0.01,<,0.24,,0.01,<,157,865
Shandong,groundwater,D,D070000,1,117.8,36.12,medium,1.163427932,69.35,0.01,<,0.18,,0.01,<,157,3068
Shandong,groundwater,E,E040000,1,118.43,35.3,xlarge,21.43750442,2738,0.007,<,0.45,,0.01,<,173,1815
Shandong,groundwater,E,E040000,1,118.2,34.6,large,12,1012.5,0.007,<,0.4,,0.01,<,173,1999
Shandong,groundwater,E,E040000,1,118.03,34.52,medium,2,131.4,0.007,<,0.3,,0.01,<,173,4166
Shandong,groundwater,E,E040000,1,118.33,34.62,large,12.5,1600,0.001,<,NA,,NA,,173,3036
Shandong,groundwater,E,E040000,1,118.6,36.05,large,10.6,547.5,0.01,<,0.18,,0.01,<,173,2923
Shandong,groundwater,E,E040000,1,118.02,34.83,large,12.9,780,0.007,<,0.02,<,0.01,<,173,4292
Shandong,groundwater,E,E040000,1,117.63,35.25,large,6.6,576,0.007,<,0.5,,0.01,<,173,3281
Shandong,groundwater,E,E040000,1,117.62,35.48,large,13.8,778,0.01,<,0.19,,0.01,<,173,2403
Shandong,groundwater,E,E040000,1,117.75,35.43,small,0.6,354,0.007,<,0.21,,0.01,<,173,2232
Shandong,groundwater,E,E040000,1,117.75,35.43,medium,1.7,79,0.007,<,0.21,,0.01,<,173,2102
Shandong,groundwater,E,E040000,1,117.75,35.43,medium,1.6,405,0.007,<,0.23,,0.01,<,173,2103
Shandong,groundwater,C,C040000,1,NA,NA,large,NA,1623.7,0.007,<,3.216666667,,0.01,<,60,555
Shandong,groundwater,C,C040000,1,116.0666667,37.03333333,large,6.71,828,0.02,,4.25,,0.01,<,60,3341
Shandong,groundwater,C,C040000,1,NA,NA,medium,NA,NA,0.007,<,1.133333333,,0.01,<,60,3340
Shandong,groundwater,C,C040000,1,116,36.94,large,6,1081,0.016,,3.5,,0.01,<,60,3479
Shandong,groundwater,C,C040000,1,NA,NA,medium,NA,NA,0.007,<,0.65,,0.01,<,60,3478
Shandong,groundwater,C,C040000,1,117.23,37.73,large,NA,1400,0.007,<,3.82,,0.01,<,60,1706
Shandong,groundwater,C,C040000,1,NA,NA,medium,NA,NA,0.007,<,0.34,,0.01,<,60,1705
Shandong,groundwater,C,C040000,1,116.8,37.65,large,NA,714,0.007,<,4.2,,0.01,<,60,2328
Shandong,groundwater,C,C040000,1,NA,NA,medium,NA,NA,0.007,<,0.05,<,0.01,<,60,2327
Shandong,groundwater,C,C040000,1,116.7833333,37.43333333,large,6.3,1632,0.007,<,2.5,,0.01,<,60,1817
Shandong,groundwater,C,C040000,1,NA,NA,medium,NA,NA,0.007,<,0.75,,0.01,<,60,1816
Shandong,groundwater,C,C040000,1,117.6166667,36.61666667,medium,4.8,1157,0.007,<,1.5,,0.01,<,60,2441
Shandong,groundwater,C,C040000,1,NA,NA,medium,NA,NA,0.007,<,0.766666667,,0.01,<,60,2440
Shandong,groundwater,C,C040000,1,116.44,37.09,medium,1.18,1250,0.007,<,4,,0.01,<,60,2406
Shandong,groundwater,C,C040000,1,116.44,37.17,large,10,NA,0.007,<,0.4,,0.01,<,60,2405
Shandong,groundwater,C,C040000,1,116.57,37.33,large,5.9,984,0.007,<,4,,0.01,<,60,1836
Shandong,groundwater,C,C040000,1,NA,NA,medium,NA,NA,0.007,<,0.5,,0.01,<,60,1835
Shandong,groundwater,C,C040000,1,117.38,37.77,medium,NA,340,0.007,<,2.5,,0.01,<,60,2546
Shandong,groundwater,C,C040000,1,NA,NA,medium,NA,NA,0.007,<,0.4,,0.01,<,60,2545
Shandong,groundwater,C,C040000,1,116.63,36.93,large,5.2,1560,0.007,<,0.68,,0.01,<,60,3965
Shandong,groundwater,C,C040000,1,NA,NA,large,NA,NA,0.007,<,0.5,,0.01,<,60,3964
Shandong,groundwater,C,C040000,1,116.43,36.33,xlarge,36.65,2190,0.007,<,0.4,,0.01,<,166,624
Shandong,groundwater,C,C040000,1,116.07,36.47,medium,2,180,0.007,<,1.4,,0.01,<,166,623
Shandong,groundwater,C,C040000,1,115.65,35.92,large,10,183,0.007,<,0.6,,0.01,<,166,4048
Shandong,groundwater,C,C040000,1,115.65,36.25,large,6,328.3,0.007,<,2,,0.01,<,166,2748
Shandong,groundwater,C,C040000,1,116.43,36.33,large,10.3,237,0.007,<,0.3,,0.01,<,166,392
Shandong,groundwater,C,C040000,1,116.25,36.33,medium,4.8,242,0.007,<,0.5,,0.01,<,166,619
Shandong,groundwater,C,C040000,1,116.25,36.33,medium,2.3,243,0.007,<,0.3,,0.01,<,166,574
Shandong,groundwater,C,C040000,1,115.43,36.48,medium,3,170,0.007,<,1,,0.01,<,166,1026
Shandong,groundwater,C,C040000,1,115.43,36.48,medium,3,NA,0.007,<,1.1,,0.01,<,166,1454
Shandong,groundwater,C,C040000,1,116.12,36.83,large,11.99,2688.4,0.007,<,0.4,,0.01,<,166,3253
Shandong,groundwater,C,C040000,1,115.68,36.8,medium,4,NA,0.007,<,0.4,,0.01,<,166,200
Shandong,groundwater,C,C040000,1,115.72,36.78,large,8,NA,0.007,<,0.8,,0.01,<,166,516
Shandong,groundwater,E,E040000,1,115.43,35.25,large,6,500,0.007,<,2.2,,0.01,<,104,1154
Shandong,groundwater,E,E040000,1,115.48,35.23,large,6,300,0.007,<,2,,0.01,<,104,1152
Shandong,groundwater,E,E040000,1,115.43,35.3,large,6,600,0.007,<,0.8,,0.01,<,104,1153
Shandong,groundwater,E,E040000,1,115.55,34.83,large,17,300,0.007,<,2.6,,0.01,<,104,282
Shandong,groundwater,E,E040000,1,116.08,34.8,large,11.6,1350,0.007,<,3.5,,0.01,<,104,536
Shandong,groundwater,E,E040000,1,115.88,34.95,large,9.7,320,0.007,<,2.9,,0.01,<,104,382
Shandong,groundwater,E,E040000,1,116.2,35.42,large,8.48,399,0.007,<,0.7,,0.01,<,104,2456
Shandong,groundwater,E,E040000,1,115.9,35.6,large,7,30,0.007,<,0.6,,0.01,<,104,3715
Shandong,groundwater,E,E040000,1,115.05,35.6,large,7,230,0.007,<,0.5,,0.01,<,104,678
Shandong,groundwater,E,E040000,1,115.5,35.57,medium,2.5,160,0.007,<,2,,0.01,<,104,1590
Shandong,groundwater,E,E040000,1,115.57,35.08,large,6,219,0.007,<,2.6,,0.01,<,104,616
Shandong,groundwater,E,E040000,1,115.08,35.3,medium,3,1172,0.007,<,2.5,,0.01,<,104,660
Henan,reservoir,E,E020000,5,113.5666667,34.7,xlarge,NA,NA,0.007,<,0.886666667,,0.001,<,355,1436
Henan,stream,E,E020000,5,113.6666667,34.9,xlarge,NA,7728,0.007,<,0.81,,0.01,,355,1273
Henan,stream,E,E020000,5,113.5166667,34.95,xlarge,NA,8920,0.007,<,0.81,,0.01,,355,2074
Henan,reservoir,E,E020000,5,113.55,34.73333333,xlarge,NA,NA,NA,,NA,,NA,,355,320
Henan,reservoir,D,D060000,5,113,34.63333333,large,14,400,0.00079,,0.57,,0.09,,355,3376
Henan,reservoir,E,E020000,5,113.22,34.5,medium,NA,125,NA,,NA,,NA,,355,1750
Henan,reservoir,E,E020000,5,NA,NA,xlarge,NA,NA,NA,,NA,,NA,,355,407
Henan,reservoir,E,E020000,5,112.97,34.51,medium,NA,360,NA,,NA,,NA,,355,2735
Henan,reservoir,E,E020000,5,NA,NA,small,NA,60,NA,,NA,,NA,,355,2056
Henan,reservoir,E,E020000,5,113.108,34.52,medium,NA,350,NA,,NA,,NA,,355,4187
Henan,stream,D,D070000,5,114.27,34.79,xlarge,NA,9125,0.04,<,NA,,NA,,151,1605
Henan,stream,D,D070000,5,NA,NA,xlarge,NA,9125,0.04,<,NA,,NA,,151,1603
Henan,stream,E,E020000,5,114.43,34.74,medium,NA,112.04,NA,,NA,,NA,,151,1606
Henan,reservoir,D,D060000,5,112.14,34.15,xlarge,δ��ˮ,δ��ˮ,NA,,NA,,NA,,184,1963
Henan,stream,D,D060000,5,111.6166667,33.76666667,medium,1.1,NA,NA,,NA,,NA,,184,479
Henan,stream,D,D060000,5,111.6,33.88333333,medium,4.2,NA,NA,,NA,,NA,,184,1560
Henan,reservoir,E,E020000,5,113.116944,33.766944,xlarge,43.18393589,6500,0.007,<,0.51,,0.0025,,207,108
Henan,reservoir,E,E020000,5,112.801111,33.984167,medium,3.2,159,0.007,<,1,,0.001,<,207,1933
Henan,reservoir,E,E010000,5,113.3575,33.133333,medium,2,80,0.007,<,0.02,<,0.001,<,207,2798
Henan,reservoir,C,C030000,5,113.9666667,36.23333333,large,13.3,901.5,NA,,NA,,NA,,9,956
Henan,stream,C,C030000,5,114.3833333,35.71666667,large,16.9,2257,0.01,<,0.02,<,0.01,<,105,2451
Henan,stream,C,C030000,5,114.4,35.71666667,large,5.3,743,0.01,<,0.02,<,0.01,<,105,2450
Henan,stream,C,C030000,5,NA,NA,xlarge,NA,2640,NA,,NA,,NA,,307,3660
Henan,stream,C,C030000,5,113.87,35.28,large,NA,NA,NA,,NA,,NA,,307,3658
Henan,stream,C,C030000,5,NA,NA,large,NA,NA,NA,,NA,,NA,,307,3361
Henan,reservoir,C,C030000,5,114,36,large,NA,720,NA,,5.9,,NA,,307,3005
Henan,stream,D,D070000,5,114.84,35.16,large,8,2.2,NA,,NA,,NA,,307,3507
Henan,reservoir,C,C030000,5,113.15,35.37,large,15,530,NA,,0.06,,NA,,137,2578
Henan,reservoir,D,D060000,5,112.987,35.33,large,NA,840,NA,,NA,,NA,,137,2521
Henan,reservoir,D,D060000,5,112.7,35.75,large,5.5,80,0.007,<,0.16,,0.001,<,131,3258
Henan,reservoir,D,D060000,5,112.7,35.66666667,medium,3.5,45,0.007,<,0.02,<,0.001,<,131,267
Henan,stream,D,D070000,5,115.11,35.4,large,13.2,601.2,0.003,,0.8313,,0.0232,,211,2415
Henan,stream,D,D070000,5,115.3833333,35.65,large,11.5,180,NA,,NA,,NA,,211,4215
Henan,stream,E,E020000,5,113.55,33.8,xlarge,40.91,1460,0.004,,0.53,,0.008,,316,227
Henan,stream,E,E020000,5,113.4166667,34.2,large,9.7,1820,NA,,NA,,NA,,316,203
Henan,stream,E,E020000,5,113.8333333,33.58333333,xlarge,43,1851,0.001,,0.48,,0.002,,183,1737
Henan,reservoir,D,D050000,5,NA,NA,large,5.15,2277.6,0.0001,,0.02,<,0.042,,232,580
Henan,reservoir,D,D060000,5,NA,NA,large,6,NA,NA,,NA,,NA,,232,2301
Henan,reservoir,F,F080000,5,112.59,33.31,xlarge,NA,NA,0.004,,0.23,,0.001,<,200,3736
Henan,stream,F,F080000,5,112.44,33.48,large,NA,NA,0.004,,0.2,,0.001,<,200,2299
Henan,stream,F,F080000,5,113,33.03,medium,4.5,230,0.004,,0.3,,0.001,<,200,2352
Henan,stream,F,F080000,5,111.47,33.29,large,NA,450,0.004,,0.37,,0.001,<,200,809
Henan,reservoir,F,F080000,5,112.28,33.22,large,6.4,292,0.004,,0.26,,0.001,<,200,4161
Henan,stream,F,F080000,5,111.82,33.12,large,NA,NA,0.004,,0.25,,0.001,<,200,3194
Henan,stream,F,F080000,5,110.97,33.65,large,5,0.81,0.004,,0.47,,0.001,<,200,3442
Henan,stream,F,F080000,5,112.95,33.05,large,NA,NA,0.004,,0.39,,0.001,<,200,2742
Henan,stream,F,F080000,5,112.98,32.51,large,NA,600,0.004,,0.36,,0.001,<,200,1256
Henan,stream,F,F080000,5,112.34,32.52,large,NA,NA,0.011,,0.39,,0.001,<,200,3664
Henan,reservoir,F,F080000,5,113.2,32.56,large,NA,NA,0.004,,0.32,,0.001,<,200,1914
Henan,stream,F,F080000,5,112.09,32.7,large,NA,NA,0.017,,0.34,,0.001,<,200,568
Henan,reservoir,E,E020000,5,115.55,34.56666667,large,δ����,δ����,NA,,NA,,NA,,240,4180
Henan,reservoir,E,E010000,5,113.97,32.07,xlarge,38.87,2993,NA,,NA,,NA,,310,2280
