SOURCE,SECTION,STATION,DATE,SURFTEMP,SURFDO,SURFSAL,PH,TSS,AMMON,TKN,NOX,DIN,TOTN,TP,ORTHOP,SURFCHLA,SECCHI,TURBIDITY,BOTTTEMP,BOTTDO,BOTTSAL,GRAD,KD,PARTC,PARTN,CNMOLAR,BOTTCHLA,PROD,FORTFLOWAVE,FORTTNAVE,FORTDINAVE,FORTTPAVE,FORTPREDTNAVE,PHOTDEPTH
WEY,MIDDLE,70.00,5/21/1996,25.10,11.35,2.50,8.92,7.20,4.00,650.00,14.00,18.00,664.00,107.00,10.00,14.08,2.70,NA,20.10,0.08,NA,NA,1.70,NA,NA,NA,NA,NA,5982940.37,NA,NA,NA,1.33,2.71
WEY,BEND,120.00,5/21/1996,23.90,7.28,8.60,7.71,3.80,0.00,661.00,13.00,13.00,674.00,67.00,11.00,10.07,4.13,NA,19.70,0.50,NA,NA,1.12,NA,NA,NA,NA,NA,8932774.00,NA,NA,NA,1.33,4.13
DWQ,SOUND,185.00,5/22/1996,NA,NA,NA,NA,5.00,10.00,600.00,10.00,20.00,610.00,10.00,NA,6.00,NA,1.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8763406.77,NA,NA,NA,1.20,NA
IMS,RIVER,0.00,5/29/1996,25.28,7.30,0.10,7.27,NA,58.50,NA,912.10,970.60,NA,NA,30.10,1.71,NA,NA,25.12,4.78,0.10,0.00,1.66,600.63,8.53,82.08,1.71,14.42,3803946.11,NA,NA,NA,1.49,2.78
IMS,RIVER,10.00,5/29/1996,25.34,6.25,0.10,7.08,NA,91.30,NA,755.70,847.00,NA,NA,73.60,1.77,NA,NA,25.32,6.28,0.10,0.00,2.06,860.20,27.80,36.08,1.67,11.72,3803946.11,NA,NA,NA,1.49,2.24
IMS,RIVER,20.00,5/29/1996,25.48,5.45,0.10,7.01,NA,103.30,NA,708.60,811.90,NA,NA,61.50,2.24,NA,NA,25.32,4.97,0.10,0.00,2.09,749.20,20.30,43.04,1.71,33.34,3803946.11,NA,NA,NA,1.49,2.21
IMS,UPPER,30.00,5/29/1996,25.12,6.73,0.80,7.20,NA,8.30,NA,NA,NA,NA,NA,NA,16.33,NA,NA,24.05,1.03,6.70,5.90,1.65,1746.07,190.17,10.71,8.21,68.24,3637118.73,NA,NA,NA,1.42,2.80
IMS,UPPER,50.00,5/29/1996,25.04,8.31,1.80,8.02,NA,NA,NA,NA,NA,NA,NA,NA,33.36,NA,NA,22.89,0.14,9.30,7.50,1.81,3278.20,510.67,7.49,9.35,NA,3637118.73,NA,NA,NA,1.42,2.54
IMS,MIDDLE,60.00,5/29/1996,24.87,7.83,4.00,8.16,NA,9.60,NA,5.10,14.70,NA,NA,4.10,15.48,NA,NA,24.69,6.28,5.90,1.90,1.92,2647.70,400.67,7.71,6.27,NA,4179583.88,NA,NA,NA,1.34,2.40
IMS,MIDDLE,70.00,5/29/1996,24.56,7.01,5.40,7.34,NA,10.40,NA,5.20,15.60,NA,NA,8.40,13.70,NA,NA,24.59,6.74,5.90,0.50,2.07,3223.73,409.17,9.19,11.62,26.10,4179583.88,NA,NA,NA,1.34,2.23
IMS,BEND,120.00,5/29/1996,24.82,7.26,9.20,7.39,NA,13.30,NA,5.90,19.20,NA,NA,16.70,16.29,NA,NA,24.33,1.96,11.90,2.70,1.84,3549.02,954.07,4.34,4.62,40.40,5142472.15,NA,NA,NA,1.34,2.51
IMS,RIVER,0.00,6/12/1996,26.29,5.32,0.10,6.82,NA,116.69,NA,729.16,845.85,NA,NA,52.28,1.49,NA,NA,25.04,5.88,0.10,0.00,2.21,409.00,32.43,14.71,1.43,14.94,5339963.40,1.70,0.93,0.55,1.70,2.09
IMS,RIVER,10.00,6/12/1996,26.66,6.25,0.10,6.82,NA,140.62,NA,714.00,854.62,NA,NA,60.95,2.51,NA,NA,24.65,4.66,0.10,0.00,2.44,451.53,41.90,12.57,2.66,46.10,5339963.40,1.70,0.93,0.55,1.70,1.89
IMS,RIVER,20.00,6/12/1996,25.43,5.37,0.10,6.81,NA,126.41,NA,680.56,806.97,NA,NA,59.27,13.30,NA,NA,24.74,5.56,0.10,0.00,2.56,950.90,112.87,9.82,3.37,71.75,5339963.40,1.70,0.93,0.55,1.70,1.80
IMS,UPPER,30.00,6/12/1996,26.12,7.17,0.10,7.14,NA,92.71,NA,606.96,699.67,NA,NA,65.40,8.88,NA,NA,25.05,6.44,0.10,0.00,2.08,719.03,90.57,9.26,2.99,122.04,5353488.71,1.40,0.83,0.55,1.40,2.22
IMS,UPPER,50.00,6/12/1996,26.46,7.94,0.40,7.45,NA,12.79,NA,351.58,364.37,NA,NA,38.18,27.30,NA,NA,25.73,7.17,0.60,0.20,2.27,1507.63,238.57,7.37,11.39,NA,5353488.71,1.40,0.83,0.55,1.40,2.03
IMS,MIDDLE,60.00,6/12/1996,26.77,8.48,1.00,8.03,NA,9.17,NA,225.36,234.53,NA,NA,20.89,31.66,NA,NA,26.03,5.05,4.60,3.60,1.68,2145.93,327.80,7.63,12.56,NA,5651937.66,1.23,0.74,0.51,1.23,2.74
IMS,MIDDLE,70.00,6/12/1996,26.39,8.44,1.30,7.98,NA,13.47,NA,165.21,178.68,NA,NA,17.38,32.96,NA,NA,26.09,5.03,4.80,3.50,1.88,1938.57,327.80,6.90,19.16,149.05,5651937.66,1.23,0.74,0.51,1.23,2.45
DWQ,MIDDLE,80.00,6/12/1996,26.24,5.38,NA,7.56,2.00,40.00,500.00,10.00,50.00,510.00,70.00,NA,39.00,0.58,3.30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5651937.66,1.23,0.74,0.51,1.23,NA
DWQ,BEND,120.00,6/12/1996,25.67,6.37,NA,7.60,1.00,40.00,500.00,10.00,50.00,510.00,70.00,NA,28.00,0.61,3.10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7593109.39,NA,NA,NA,1.23,NA
DWQ,LOWER,160.00,6/12/1996,25.64,7.64,NA,7.56,1.00,20.00,500.00,10.00,30.00,510.00,30.00,NA,16.00,0.75,2.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6391191.59,NA,NA,NA,1.29,NA
DWQ,SOUND,185.00,6/12/1996,25.88,7.92,NA,7.82,6.00,40.00,500.00,10.00,50.00,510.00,20.00,NA,7.00,0.90,1.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6391191.59,NA,NA,NA,1.29,NA
DWQ,RIVER,0.00,6/13/1996,25.51,5.01,0.10,6.87,21.00,130.00,600.00,630.00,760.00,1230.00,180.00,NA,3.00,0.45,15.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6978906.54,1.74,0.96,0.48,1.74,NA
DWQ,RIVER,5.00,6/13/1996,24.16,3.83,NA,6.79,6.00,120.00,600.00,610.00,730.00,1210.00,150.00,NA,20.00,0.23,12.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6978906.54,1.74,0.96,0.48,1.74,NA
DWQ,RIVER,20.00,6/13/1996,25.05,4.90,0.10,7.20,2.00,150.00,600.00,610.00,760.00,1210.00,140.00,NA,12.00,0.42,11.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6978906.54,1.74,0.96,0.48,1.74,NA
DWQ,UPPER,40.00,6/13/1996,25.63,6.55,NA,7.38,1.00,100.00,700.00,500.00,600.00,1200.00,320.00,NA,7.00,0.60,6.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5923806.30,1.48,0.86,0.56,1.48,NA
DWQ,UPPER,50.00,6/13/1996,25.90,7.56,0.50,7.39,2.00,40.00,600.00,290.00,330.00,890.00,240.00,NA,20.00,0.60,5.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5923806.30,1.48,0.86,0.56,1.48,NA
DWQ,MIDDLE,55.00,6/13/1996,26.20,7.53,NA,7.47,2.00,30.00,600.00,50.00,80.00,650.00,80.00,NA,31.00,0.60,4.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5841031.66,1.30,0.78,0.53,1.30,NA
WEY,RIVER,-5.00,6/19/1996,27.30,5.15,0.10,6.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6074756.51,1.12,0.74,0.46,1.12,NA
WEY,RIVER,0.00,6/19/1996,27.30,5.15,0.10,6.61,6.80,54.00,744.00,675.00,729.00,1419.00,171.00,103.00,1.30,3.21,NA,27.20,5.08,NA,NA,1.43,NA,NA,NA,NA,NA,6074756.51,1.12,0.74,0.46,1.12,3.22
WEY,RIVER,5.00,6/19/1996,27.50,5.08,0.10,6.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6074756.51,1.12,0.74,0.46,1.12,NA
WEY,RIVER,10.00,6/19/1996,27.40,4.91,0.10,6.63,3.80,64.00,728.00,712.00,776.00,1440.00,162.00,100.00,3.27,2.84,NA,27.10,4.66,NA,NA,1.62,NA,NA,NA,NA,NA,6074756.51,1.12,0.74,0.46,1.12,2.85
WEY,RIVER,20.00,6/19/1996,27.50,5.01,0.10,6.64,3.80,60.00,666.00,739.00,799.00,1405.00,166.00,97.00,1.43,2.88,NA,27.50,4.89,NA,NA,1.60,NA,NA,NA,NA,NA,6074756.51,1.12,0.74,0.46,1.12,2.88
WEY,UPPER,25.00,6/19/1996,27.20,5.30,0.10,6.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6361002.31,1.10,0.71,0.45,1.10,NA
WEY,UPPER,30.00,6/19/1996,27.70,6.93,0.10,7.33,5.40,3.00,560.00,623.00,626.00,1183.00,159.00,81.00,17.54,2.65,NA,27.20,6.10,NA,NA,1.73,NA,NA,NA,NA,NA,6361002.31,1.10,0.71,0.45,1.10,2.66
WEY,UPPER,50.00,6/19/1996,28.70,9.18,1.10,8.88,8.00,12.00,995.00,43.00,55.00,1038.00,98.00,1.00,47.20,2.45,NA,24.70,0.09,NA,NA,1.88,NA,NA,NA,NA,NA,6361002.31,1.10,0.71,0.45,1.10,2.45
WEY,MIDDLE,70.00,6/19/1996,28.00,6.99,5.40,8.32,5.30,4.00,725.00,10.00,14.00,735.00,55.00,1.00,11.59,2.70,NA,27.80,6.90,NA,NA,1.70,NA,NA,NA,NA,NA,6775939.83,1.15,0.77,0.46,1.15,2.71
WEY,BEND,120.00,6/19/1996,26.20,2.07,12.10,7.11,5.20,0.00,507.00,10.50,10.50,517.50,99.00,29.00,14.22,4.13,NA,24.20,0.08,NA,NA,1.12,NA,NA,NA,NA,NA,6213938.75,1.18,0.74,0.48,1.15,4.12
IMS,RIVER,0.00,6/25/1996,29.75,4.86,0.10,6.75,NA,91.45,NA,655.35,746.79,NA,NA,69.44,5.42,NA,NA,29.29,4.40,0.10,0.00,2.17,385.07,62.37,7.20,5.00,18.62,3444876.12,1.17,0.81,1.41,1.17,2.13
IMS,RIVER,10.00,6/25/1996,29.31,4.91,0.10,6.86,NA,150.57,NA,624.34,774.91,NA,NA,74.19,2.83,NA,NA,29.27,4.82,0.10,0.00,2.54,590.43,78.27,8.80,8.14,17.98,3444876.12,1.17,0.81,1.41,1.17,1.81
IMS,RIVER,20.00,6/25/1996,29.29,5.24,0.10,6.87,NA,118.64,NA,581.73,700.37,NA,NA,72.59,3.69,NA,NA,29.25,4.92,0.10,0.00,2.25,680.80,86.83,9.14,5.23,32.34,3444876.12,1.17,0.81,1.41,1.17,2.04
IMS,UPPER,30.00,6/25/1996,29.61,7.78,0.40,7.57,NA,21.73,NA,345.49,367.22,NA,NA,37.69,32.43,NA,NA,29.23,6.99,0.60,0.20,2.28,1895.57,347.27,6.37,22.71,116.79,3636830.99,1.11,0.75,0.97,1.11,2.02
IMS,UPPER,50.00,6/25/1996,29.51,7.99,2.00,8.00,NA,17.36,NA,30.08,47.44,NA,NA,9.18,36.11,NA,NA,29.41,7.60,2.10,0.10,2.32,2937.90,530.67,6.46,42.51,NA,3636830.99,1.11,0.75,0.97,1.11,1.99
IMS,MIDDLE,60.00,6/25/1996,29.53,8.18,4.10,8.27,NA,20.28,NA,4.36,24.64,NA,NA,10.23,37.36,NA,NA,29.21,7.16,8.00,3.90,2.00,2321.37,416.37,6.50,15.36,NA,4372069.66,1.11,0.73,0.76,1.11,2.31
IMS,MIDDLE,70.00,6/25/1996,29.15,7.32,4.40,8.04,NA,15.93,NA,4.87,20.80,NA,NA,10.13,22.38,NA,NA,27.42,2.02,10.00,5.60,1.81,2459.00,372.33,7.70,51.40,46.98,4372069.66,1.11,0.73,0.76,1.11,2.55
IMS,BEND,120.00,6/25/1996,28.02,5.06,11.00,7.25,NA,17.86,NA,7.12,24.98,NA,NA,29.70,10.91,NA,NA,27.76,3.71,11.50,0.50,1.36,1746.30,297.73,6.84,7.37,39.76,5592545.43,1.20,0.77,0.61,1.11,3.38
DWQ,UPPER,50.00,7/1/1996,27.74,7.44,3.89,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3307189.12,1.44,1.09,0.36,1.44,NA
DWQ,MIDDLE,55.00,7/1/1996,27.90,8.93,4.80,8.27,1.00,70.00,400.00,10.00,80.00,410.00,70.00,NA,51.00,0.55,3.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3580470.81,1.38,1.03,0.69,1.38,NA
DWQ,MIDDLE,80.00,7/1/1996,26.85,5.20,8.10,7.38,3.00,70.00,400.00,10.00,80.00,410.00,90.00,NA,35.00,0.68,2.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3580470.81,1.38,1.03,0.69,1.38,NA
DWQ,BEND,120.00,7/1/1996,26.58,7.42,10.23,7.52,2.00,80.00,400.00,10.00,90.00,410.00,80.00,NA,31.00,0.70,2.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4184146.58,1.22,0.86,0.57,1.38,NA
DWQ,LOWER,160.00,7/1/1996,26.46,7.88,13.98,7.76,2.00,70.00,500.00,10.00,80.00,510.00,90.00,NA,110.00,0.90,3.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5831779.41,1.20,0.81,0.54,1.20,NA
DWQ,SOUND,185.00,7/1/1996,26.52,7.56,16.90,7.82,5.00,70.00,400.00,10.00,80.00,410.00,40.00,NA,14.00,1.00,1.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5831779.41,1.20,0.81,0.54,1.20,NA
DWQ,RIVER,0.00,7/2/1996,27.30,4.98,0.10,6.88,1.00,150.00,600.00,1100.00,1250.00,1700.00,180.00,NA,7.00,0.60,5.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822171.11,1.50,1.16,0.30,1.50,NA
DWQ,RIVER,5.00,7/2/1996,27.13,4.48,0.10,6.91,1.00,130.00,400.00,1000.00,1130.00,1400.00,180.00,NA,10.00,0.46,6.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822171.11,1.50,1.16,0.30,1.50,NA
DWQ,RIVER,20.00,7/2/1996,27.63,5.00,0.13,7.28,1.00,120.00,500.00,920.00,1040.00,1420.00,170.00,NA,6.00,0.52,6.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2822171.11,1.50,1.16,0.30,1.50,NA
DWQ,UPPER,40.00,7/2/1996,27.63,5.18,2.43,7.20,1.00,70.00,300.00,480.00,550.00,780.00,130.00,NA,23.00,0.50,3.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3068558.95,1.48,1.12,0.33,1.48,NA
IMS,RIVER,0.00,7/10/1996,29.49,7.29,0.10,7.08,NA,16.40,NA,848.40,864.80,NA,NA,42.91,15.34,NA,NA,28.43,5.25,0.10,0.00,2.03,1371.63,264.97,6.04,7.62,NA,2500076.93,1.63,1.30,0.18,1.63,2.27
IMS,RIVER,10.00,7/10/1996,28.62,6.54,0.10,6.90,NA,45.07,NA,888.06,933.12,NA,NA,66.17,8.07,NA,NA,28.29,6.04,0.10,0.00,2.38,793.23,159.50,5.80,4.03,NA,2500076.93,1.63,1.30,0.18,1.63,1.94
IMS,RIVER,20.00,7/10/1996,28.41,7.17,0.10,6.80,NA,59.07,NA,825.08,884.15,NA,NA,66.96,4.21,NA,NA,27.98,5.04,0.10,0.00,2.08,461.67,86.70,6.21,2.57,NA,2500076.93,1.63,1.30,0.18,1.63,2.21
IMS,UPPER,30.00,7/10/1996,28.80,8.75,1.10,8.14,NA,14.72,NA,289.98,304.69,NA,NA,27.83,40.83,NA,NA,28.72,6.81,1.30,0.20,2.37,2367.60,454.77,6.07,18.58,NA,2692936.39,1.57,1.22,0.19,1.57,1.95
IMS,UPPER,50.00,7/10/1996,28.78,7.90,3.10,8.11,NA,17.24,NA,5.31,22.55,NA,NA,23.22,25.95,NA,NA,27.92,1.70,5.80,2.70,2.44,2803.80,440.27,7.43,22.47,NA,2692936.39,1.57,1.22,0.19,1.57,1.89
IMS,MIDDLE,60.00,7/10/1996,28.19,7.48,5.50,7.91,NA,17.70,NA,4.55,22.25,NA,NA,40.30,16.73,NA,NA,27.61,4.29,8.10,2.60,1.85,2061.57,324.40,7.41,10.69,NA,2931990.00,1.55,1.19,0.21,1.55,2.50
IMS,MIDDLE,70.00,7/10/1996,27.94,7.02,6.40,7.68,NA,16.51,NA,5.29,21.80,NA,NA,61.71,14.79,NA,NA,27.00,1.21,10.00,3.60,1.89,1970.53,308.03,7.46,3.01,NA,2931990.00,1.55,1.19,0.21,1.55,2.44
IMS,BEND,120.00,7/10/1996,27.78,6.44,9.90,7.61,NA,24.48,NA,6.36,30.84,NA,NA,16.54,11.19,NA,NA,27.73,4.77,10.70,0.80,1.33,1583.43,289.83,6.37,10.04,NA,3096621.99,1.48,1.12,0.29,1.55,3.47
WEY,RIVER,-5.00,7/15/1996,24.70,2.67,0.10,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11974695.14,1.22,0.83,0.21,1.22,NA
WEY,RIVER,0.00,7/15/1996,24.80,2.72,0.10,5.94,21.20,0.00,805.00,455.00,455.00,1260.00,180.00,70.00,1.56,1.69,NA,24.70,2.68,NA,NA,2.73,NA,NA,NA,NA,NA,11974695.14,1.22,0.83,0.21,1.22,1.69
WEY,RIVER,5.00,7/15/1996,24.80,2.99,0.10,6.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11974695.14,1.22,0.83,0.21,1.22,NA
WEY,RIVER,10.00,7/15/1996,24.40,2.70,0.10,5.94,19.00,16.00,812.00,396.00,412.00,1208.00,190.00,70.00,2.39,1.45,NA,24.40,2.69,NA,NA,3.17,NA,NA,NA,NA,NA,11974695.14,1.22,0.83,0.21,1.22,1.45
WEY,RIVER,20.00,7/15/1996,24.40,2.77,0.10,5.90,31.20,28.00,973.00,390.00,418.00,1363.00,200.00,70.00,5.19,1.40,NA,24.40,2.73,NA,NA,3.29,NA,NA,NA,NA,NA,11974695.14,1.22,0.83,0.21,1.22,1.40
WEY,UPPER,25.00,7/15/1996,24.50,2.91,0.10,6.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9004855.77,1.13,0.84,0.23,1.13,NA
WEY,UPPER,30.00,7/15/1996,25.00,3.70,0.10,6.37,5.80,81.00,798.00,335.00,416.00,1133.00,140.00,70.00,2.10,1.67,NA,24.90,3.75,NA,NA,2.76,NA,NA,NA,NA,NA,9004855.77,1.13,0.84,0.23,1.13,1.67
WEY,UPPER,50.00,7/15/1996,25.80,5.66,0.20,6.75,4.80,122.00,952.00,510.00,632.00,1462.00,150.00,80.00,5.46,2.13,NA,26.00,5.90,NA,NA,2.16,NA,NA,NA,NA,NA,9004855.77,1.13,0.84,0.23,1.13,2.13
WEY,MIDDLE,70.00,7/15/1996,26.10,6.65,1.50,7.21,4.50,39.00,485.00,355.00,394.00,840.00,110.00,50.00,17.09,2.70,NA,25.80,5.51,NA,NA,1.71,NA,NA,NA,NA,NA,6239154.29,1.31,1.00,0.21,1.31,2.70
WEY,BEND,120.00,7/15/1996,25.30,6.86,9.50,7.54,6.80,0.00,677.00,28.00,28.00,705.00,50.00,10.00,22.09,3.65,NA,24.60,2.87,NA,NA,1.26,NA,NA,NA,NA,NA,4619407.80,1.41,1.07,0.23,1.31,3.65
IMS,RIVER,0.00,7/17/1996,25.90,2.80,0.00,6.23,NA,21.58,NA,305.41,326.99,NA,NA,62.62,0.72,NA,NA,25.73,2.29,0.00,0.00,NA,1625.93,200.23,9.47,1.53,3.36,15114247.11,1.18,0.68,0.17,1.18,NA
IMS,RIVER,10.00,7/17/1996,25.58,2.10,0.00,6.40,NA,45.36,NA,210.38,255.74,NA,NA,76.06,0.80,NA,NA,25.53,1.89,0.00,0.00,NA,1630.47,181.97,10.45,1.20,1.89,15114247.11,1.18,0.68,0.17,1.18,NA
IMS,RIVER,20.00,7/17/1996,25.64,3.08,0.00,6.34,NA,43.49,NA,242.07,285.56,NA,NA,74.03,1.12,NA,NA,25.56,2.42,0.00,0.00,NA,3905.00,209.33,21.75,1.34,1.93,15114247.11,1.18,0.68,0.17,1.18,NA
IMS,UPPER,30.00,7/17/1996,26.83,7.97,0.00,6.38,NA,82.91,NA,309.27,392.19,NA,NA,72.61,2.59,NA,NA,25.45,3.22,0.10,0.10,NA,991.37,127.20,9.09,1.28,15.39,13544471.12,1.20,0.76,0.19,1.20,NA
IMS,UPPER,50.00,7/17/1996,25.75,5.65,0.00,7.53,NA,78.89,NA,366.97,445.86,NA,NA,67.66,2.82,NA,NA,26.34,4.84,0.10,0.10,NA,829.50,110.13,8.78,3.54,NA,13544471.12,1.20,0.76,0.19,1.20,NA
IMS,MIDDLE,60.00,7/17/1996,26.92,5.29,0.20,6.87,NA,68.07,NA,294.78,362.85,NA,NA,54.86,5.02,NA,NA,25.58,3.82,6.90,6.70,NA,996.13,137.53,8.45,9.70,NA,9843202.91,1.18,0.83,0.21,1.18,NA
IMS,MIDDLE,70.00,7/17/1996,26.77,6.34,0.10,6.93,NA,63.02,NA,292.66,355.68,NA,NA,53.50,9.76,NA,NA,25.45,4.08,7.50,7.40,NA,987.27,147.27,7.82,7.30,75.71,9843202.91,1.18,0.83,0.21,1.18,NA
IMS,BEND,120.00,7/17/1996,24.80,9.86,1.40,8.22,NA,18.03,NA,4.39,22.42,NA,NA,10.98,18.25,NA,NA,25.38,1.74,13.60,12.20,1.79,1950.77,287.87,7.90,8.26,90.61,6387596.46,1.37,1.01,0.21,1.18,2.58
IMS,RIVER,0.00,7/25/1996,27.44,5.21,0.00,6.65,NA,114.23,NA,163.34,277.57,NA,NA,65.17,0.57,NA,NA,27.23,2.05,0.00,0.00,2.22,1034.55,141.00,8.56,0.87,2.55,5564352.39,0.84,0.41,0.34,0.84,2.08
IMS,RIVER,10.00,7/25/1996,28.02,3.78,0.10,6.44,NA,140.88,NA,157.29,298.17,NA,NA,74.55,0.68,NA,NA,27.23,2.67,0.10,0.00,2.41,671.15,102.75,7.62,0.48,4.54,5564352.39,0.84,0.41,0.34,0.84,1.91
IMS,RIVER,20.00,7/25/1996,27.90,5.07,0.10,6.51,NA,130.85,NA,150.45,281.30,NA,NA,73.91,0.78,NA,NA,27.19,2.90,0.10,0.00,3.31,851.10,124.60,7.97,0.59,7.94,5564352.39,0.84,0.41,0.34,0.84,1.39
IMS,UPPER,30.00,7/25/1996,28.48,3.24,0.00,7.92,NA,104.62,NA,117.16,221.78,NA,NA,73.10,9.23,NA,NA,27.49,2.22,0.20,0.20,2.30,1088.40,166.45,7.63,3.09,39.13,7270782.23,0.76,0.37,0.33,0.76,2.00
IMS,UPPER,50.00,7/25/1996,29.47,4.73,0.40,6.71,NA,91.32,NA,100.84,192.16,NA,NA,77.22,8.27,NA,NA,26.43,0.12,9.50,9.10,2.00,1050.80,166.45,7.36,5.80,NA,7270782.23,0.76,0.37,0.33,0.76,2.31
IMS,MIDDLE,60.00,7/25/1996,29.33,5.82,0.60,6.81,NA,89.00,NA,102.27,191.27,NA,NA,78.41,11.54,NA,NA,25.99,0.22,12.70,12.10,1.66,984.95,169.20,6.79,13.07,NA,10514324.64,0.75,0.37,0.26,0.75,2.78
IMS,MIDDLE,70.00,7/25/1996,28.82,5.74,1.30,6.87,NA,37.31,NA,69.27,106.58,NA,NA,58.25,19.29,NA,NA,25.94,0.10,13.10,11.80,2.01,1744.30,284.70,7.14,8.43,94.05,10514324.64,0.75,0.37,0.26,0.75,2.29
IMS,BEND,120.00,7/25/1996,28.46,7.59,4.50,7.71,NA,21.39,NA,4.96,26.35,NA,NA,18.69,8.94,NA,NA,26.83,0.32,15.30,10.80,1.48,1724.10,251.05,8.01,12.70,40.87,11110933.80,0.95,0.59,0.23,0.75,3.11
DWQ,RIVER,0.00,7/30/1996,27.50,4.70,0.10,7.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.50,4.50,0.10,0.00,NA,NA,NA,NA,NA,NA,6565013.03,1.25,0.82,0.42,1.25,NA
DWQ,RIVER,20.00,7/30/1996,27.70,4.10,0.10,6.90,NA,190.00,NA,590.00,780.00,NA,NA,NA,3.00,NA,NA,27.60,3.90,0.10,0.00,NA,NA,NA,NA,NA,NA,6565013.03,1.25,0.82,0.42,1.25,NA
DWQ,UPPER,50.00,7/30/1996,28.43,2.50,5.85,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5695421.74,1.14,0.73,0.46,1.14,NA
DWQ,MIDDLE,55.00,7/30/1996,28.90,7.73,3.60,7.53,6.00,80.00,500.00,80.00,160.00,580.00,160.00,NA,110.00,0.60,3.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5557181.09,1.01,0.61,0.44,1.01,NA
DWQ,MIDDLE,80.00,7/30/1996,27.53,4.85,8.60,7.45,4.00,70.00,400.00,10.00,80.00,410.00,110.00,NA,100.00,0.52,4.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5557181.09,1.01,0.61,0.44,1.01,NA
DWQ,BEND,120.00,7/30/1996,27.83,8.20,6.97,7.77,1.00,70.00,300.00,10.00,80.00,310.00,70.00,NA,29.00,0.68,2.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9478346.10,0.92,0.52,0.32,1.01,NA
DWQ,LOWER,160.00,7/30/1996,28.00,6.90,9.48,7.65,6.00,60.00,400.00,10.00,70.00,410.00,60.00,NA,26.00,0.70,3.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7163620.68,1.16,0.80,0.27,1.16,NA
DWQ,SOUND,185.00,7/30/1996,28.24,8.32,12.50,8.24,5.00,70.00,400.00,10.00,80.00,410.00,40.00,NA,36.00,1.12,1.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7163620.68,1.16,0.80,0.27,1.16,NA
DWQ,RIVER,0.00,7/31/1996,27.60,NA,NA,NA,1.00,20.00,300.00,510.00,530.00,810.00,30.00,NA,NA,NA,3.20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6807754.33,1.68,1.00,0.36,1.68,NA
DWQ,RIVER,5.00,7/31/1996,27.60,3.55,0.10,6.85,3.00,150.00,600.00,620.00,770.00,1220.00,190.00,NA,5.00,0.60,5.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6807754.33,1.68,1.00,0.36,1.68,NA
