sys.sample.code,sys.loc.code,soil.type,sample.type,parent.sample.code,bkg.char.group,start.depth,sample.date,chemical.name,detect.lag,final.detect.flag,final.result.value,final.detection.limit,combo.result
14-B03-7(102198),14B03,alluvial,N,,IWOU-AR 14,7,10/21/1998,Silver,N,N,,1.2,<1.2
09SB12-62990-0,09SB12,alluvial,N,,IWOU-AR 09,0,6/29/1990,Arsenic,N,N,,2.5,<2.5
14-B04-7(102198),14B04,alluvial,N,,IWOU-AR 14,7,10/21/1998,Mercury,N,N,,0.041,<0.041
50-B09-DUP,14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Selenium,N,N,,0.65,<0.65
14-B03-7(102198),14B03,alluvial,N,,IWOU-AR 14,7,10/21/1998,Selenium,N,N,,0.61,<0.61
14-B05-1(102198),14B05,alluvial,N,,IWOU-AR 14,1,10/21/1998,Selenium,N,N,,0.69,<0.69
14-B04-1(102198),14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Selenium,N,N,,0.66,<0.66
14-B03-1(102198),14B03,alluvial,N,,IWOU-AR 14,1,10/21/1998,Selenium,N,N,,0.65,<0.65
14-B05-7(102198),14B05,alluvial,N,,IWOU-AR 14,7,10/21/1998,Selenium,N,N,,0.64,<0.64
14-B04-7(102198),14B04,alluvial,N,,IWOU-AR 14,7,10/21/1998,Selenium,N,N,,0.64,<0.64
50-B09-DUP,14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Silver,N,N,,1.3,<1.3
14-B04-7(102198),14B04,alluvial,N,,IWOU-AR 14,7,10/21/1998,Silver,N,N,,1.3,<1.3
14-B05-7(102198),14B05,alluvial,N,,IWOU-AR 14,7,10/21/1998,Mercury,N,N,,0.042,<0.042
14-B05-7(102198),14B05,alluvial,N,,IWOU-AR 14,7,10/21/1998,Silver,N,N,,1.3,<1.3
14-B05-1(102198),14B05,alluvial,N,,IWOU-AR 14,1,10/21/1998,Mercury,N,N,,0.043,<0.043
14-B05-1(102198),14B05,alluvial,N,,IWOU-AR 14,1,10/21/1998,Silver,N,N,,1.4,<1.4
14-B03-1(102198),14B03,alluvial,N,,IWOU-AR 14,1,10/21/1998,Silver,N,N,,1.3,<1.3
50-B09-DUP,14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Thallium,N,N,,1.3,<1.3
14-B05-7(102198),14B05,alluvial,N,,IWOU-AR 14,7,10/21/1998,Thallium,N,N,,1.3,<1.3
14-B05-1(102198),14B05,alluvial,N,,IWOU-AR 14,1,10/21/1998,Thallium,N,N,,1.4,<1.4
14-B04-1(102198),14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Thallium,N,N,,1.3,<1.3
14-B04-7(102198),14B04,alluvial,N,,IWOU-AR 14,7,10/21/1998,Thallium,N,N,,1.3,<1.3
14-B03-1(102198),14B03,alluvial,N,,IWOU-AR 14,1,10/21/1998,Thallium,N,N,,1.3,<1.3
14-B03-7(102198),14B03,alluvial,N,,IWOU-AR 14,7,10/21/1998,Thallium,N,N,,1.2,<1.2
09DB06-62990-3,09DB06,alluvial,N,,IWOU-AR 09,3,6/29/1990,Arsenic,N,N,,2.5,<2.5
09DB09-62990-3,09DB09,alluvial,N,,IWOU-AR 09,3,6/29/1990,Arsenic,N,N,,2.5,<2.5
14-B08-7,14B08,alluvial,N,,IWOU-AR 14,7,10/20/1998,Selenium,N,N,,0.64,<0.64
14-B04-1(102198),14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Silver,N,N,,1.3,<1.3
50-B09-DUP,14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Antimony,N,N,,1.9,<1.9
19-B3-5,19B03,alluvial,N,,IWOU-AR 19,5,10/23/1998,Silver,N,N,,1.2,<1.2
14-B08-1,14B08,alluvial,N,,IWOU-AR 14,1,10/20/1998,Silver,N,N,,1.2,<1.2
14-B07-1,14B07,alluvial,N,,IWOU-AR 14,1,10/20/1998,Silver,N,N,,1.2,<1.2
14-B08-7,14B08,alluvial,N,,IWOU-AR 14,7,10/20/1998,Silver,N,N,,1.3,<1.3
14-B06-1,14B06,alluvial,N,,IWOU-AR 14,1,10/20/1998,Silver,N,N,,1.2,<1.2
14-B07-7,14B07,alluvial,N,,IWOU-AR 14,7,10/20/1998,Silver,N,N,,1.1,<1.1
14-B06-7,14B06,alluvial,N,,IWOU-AR 14,7,10/20/1998,Silver,N,N,,1.2,<1.2
14-B06-1,14B06,alluvial,N,,IWOU-AR 14,1,10/20/1998,Thallium,N,N,,1.2,<1.2
14-B07-1,14B07,alluvial,N,,IWOU-AR 14,1,10/20/1998,Thallium,N,N,,1.2,<1.2
14-B06-7,14B06,alluvial,N,,IWOU-AR 14,7,10/20/1998,Thallium,N,N,,1.2,<1.2
14-B08-7,14B08,alluvial,N,,IWOU-AR 14,7,10/20/1998,Thallium,N,N,,1.3,<1.3
14-B03-7(102198),14B03,alluvial,N,,IWOU-AR 14,7,10/21/1998,Mercury,N,N,,0.04,<0.04
14-B08-1,14B08,alluvial,N,,IWOU-AR 14,1,10/20/1998,Thallium,N,N,,1.2,<1.2
15SB02-102398-2,15B02,alluvial,N,,IWOU-AR 15,8,10/23/1998,Antimony,N,N,,1.8,<1.8
14-B03-1(102198),14B03,alluvial,N,,IWOU-AR 14,1,10/21/1998,Antimony,N,N,,2,<2
14-B04-1(102198),14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Antimony,N,N,,2,<2
14-B03-7(102198),14B03,alluvial,N,,IWOU-AR 14,7,10/21/1998,Antimony,N,N,,1.8,<1.8
14-B05-7(102198),14B05,alluvial,N,,IWOU-AR 14,7,10/21/1998,Antimony,N,N,,1.9,<1.9
14-B05-1(102198),14B05,alluvial,N,,IWOU-AR 14,1,10/21/1998,Antimony,N,N,,2.1,<2.1
14-B04-7(102198),14B04,alluvial,N,,IWOU-AR 14,7,10/21/1998,Antimony,N,N,,1.9,<1.9
09DB03-62990-5,09DB03,alluvial,N,,IWOU-AR 09,5,6/29/1990,Beryllium,N,N,,0.427,<0.427
14-B05-7(102198),14B05,alluvial,N,,IWOU-AR 14,7,10/21/1998,Cadmium,N,N,,0.39,<0.39
14-B04-7(102198),14B04,alluvial,N,,IWOU-AR 14,7,10/21/1998,Cadmium,N,N,,0.38,<0.38
50-B09-DUP,14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Mercury,N,N,,0.045,<0.045
14-B03-1(102198),14B03,alluvial,N,,IWOU-AR 14,1,10/21/1998,Mercury,N,N,,0.043,<0.043
14-B04-1(102198),14B04,alluvial,N,,IWOU-AR 14,1,10/21/1998,Mercury,N,N,,0.044,<0.044
14-B07-7,14B07,alluvial,N,,IWOU-AR 14,7,10/20/1998,Thallium,N,N,,1.1,<1.1
09DB01-62890-4,09DB01,alluvial,N,,IWOU-AR 09,4,6/28/1990,Silver,N,N,,0.803,<0.803
15SB02-102398-1,15B02,alluvial,N,,IWOU-AR 15,2,10/23/1998,Antimony,N,N,,1.9,<1.9
50-B11-DUP,19B03,alluvial,N,,IWOU-AR 19,5,10/23/1998,Antimony,N,N,,1.9,<1.9
09SB10-62990-1,09SB10,alluvial,N,,IWOU-AR 09,1,6/29/1990,Arsenic,N,N,,2.5,<2.5
09SB30-62990-1,09SB30,alluvial,N,,IWOU-AR 09,1,6/29/1990,Arsenic,N,N,,2.5,<2.5
19-B1-7,19B01,alluvial,N,,IWOU-AR 19,7,10/23/1998,Cadmium,N,N,,0.36,<0.36
19-B1-10,19B01,alluvial,N,,IWOU-AR 19,10,10/23/1998,Cadmium,N,N,,0.38,<0.38
19-B3-10,19B03,alluvial,N,,IWOU-AR 19,10,10/23/1998,Cadmium,N,N,,0.37,<0.37
19-B2-10,19B02,alluvial,N,,IWOU-AR 19,10,10/23/1998,Cadmium,N,N,,0.38,<0.38
19-B3-5,19B03,alluvial,N,,IWOU-AR 19,5,10/23/1998,Cadmium,N,N,,0.37,<0.37
09DB01-62890-0,09DB01,alluvial,N,,IWOU-AR 09,0,6/28/1990,Silver,N,N,,0.803,<0.803
09SB28-62890-2,09SB28,alluvial,N,,IWOU-AR 09,2,6/28/1990,Silver,N,N,,0.803,<0.803
19-B1-10,19B01,alluvial,N,,IWOU-AR 19,10,10/23/1998,Antimony,N,N,,1.9,<1.9
09SB28-62890-3,09SB28,alluvial,N,,IWOU-AR 09,3,6/28/1990,Silver,N,N,,0.803,<0.803
19-B1-7,19B01,alluvial,N,,IWOU-AR 19,7,10/23/1998,Antimony,N,N,,1.8,<1.8
09SB29-62890-3,09SB29,alluvial,N,,IWOU-AR 09,3,6/28/1990,Silver,N,N,,0.803,<0.803
09DB01-62890-2,09DB01,alluvial,N,,IWOU-AR 09,2,6/28/1990,Silver,N,N,,0.803,<0.803
19-B3-5,19B03,alluvial,N,,IWOU-AR 19,5,10/23/1998,Selenium,N,N,,0.62,<0.62
19-B1-7,19B01,alluvial,N,,IWOU-AR 19,7,10/23/1998,Selenium,N,N,,0.6,<0.6
19-B1-10,19B01,alluvial,N,,IWOU-AR 19,10,10/23/1998,Selenium,N,N,,0.64,<0.64
19-B2-10,19B02,alluvial,N,,IWOU-AR 19,10,10/23/1998,Selenium,N,N,,0.64,<0.64
19-B3-10,19B03,alluvial,N,,IWOU-AR 19,10,10/23/1998,Selenium,N,N,,0.62,<0.62
19-B2-7,19B02,alluvial,N,,IWOU-AR 19,7,10/23/1998,Selenium,N,N,,0.61,<0.61
50-B11-DUP,19B03,alluvial,N,,IWOU-AR 19,5,10/23/1998,Selenium,N,N,,0.62,<0.62
19-B2-10,19B02,alluvial,N,,IWOU-AR 19,10,10/23/1998,Silver,N,N,,1.3,<1.3
19-B3-10,19B03,alluvial,N,,IWOU-AR 19,10,10/23/1998,Silver,N,N,,1.2,<1.2
14-B2-2,14B02,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Antimony,N,N,,19.6,<19.6
09DB01-62890-3,09DB01,alluvial,N,,IWOU-AR 09,3,6/28/1990,Silver,N,N,,0.803,<0.803
15SB02-102398-2,15B02,alluvial,N,,IWOU-AR 15,8,10/23/1998,Selenium,N,N,,0.6,<0.6
09DB02-62990-4,09DB02,alluvial,N,,IWOU-AR 09,4,6/29/1990,Arsenic,N,N,,2.5,<2.5
09DB03-62990-5,09DB03,alluvial,N,,IWOU-AR 09,5,6/29/1990,Arsenic,N,N,,2.5,<2.5
09SB30-62990-2,09SB30,alluvial,N,,IWOU-AR 09,2,6/29/1990,Arsenic,N,N,,2.5,<2.5
09SB10-62990-0,09SB10,alluvial,N,,IWOU-AR 09,0,6/29/1990,Arsenic,N,N,,2.5,<2.5
09DB05-62990-3,09DB05,alluvial,N,,IWOU-AR 09,3,6/29/1990,Arsenic,N,N,,2.5,<2.5
15SB01-102398-2,15B01,alluvial,N,,IWOU-AR 15,8,10/23/1998,Cadmium,N,N,,0.4,<0.4
15SB02-102398-2,15B02,alluvial,N,,IWOU-AR 15,8,10/23/1998,Cadmium,N,N,,0.36,<0.36
09SB12-62990-2,09SB12,alluvial,N,,IWOU-AR 09,2,6/29/1990,Arsenic,N,N,,2.5,<2.5
09SB30-62990-3,09SB30,alluvial,N,,IWOU-AR 09,3,6/29/1990,Arsenic,N,N,,2.5,<2.5
09SB30-62990-0,09SB30,alluvial,N,,IWOU-AR 09,0,6/29/1990,Arsenic,N,N,,2.5,<2.5
15SB02-102398-1,15B02,alluvial,N,,IWOU-AR 15,2,10/23/1998,Selenium,N,N,,0.62,<0.62
19-B3-10,19B03,alluvial,N,,IWOU-AR 19,10,10/23/1998,Antimony,N,N,,1.8,<1.8
15SB01-102398-2,15B01,alluvial,N,,IWOU-AR 15,8,10/23/1998,Selenium,N,N,,0.66,<0.66
14-B06-7,14B06,alluvial,N,,IWOU-AR 14,7,10/20/1998,Selenium,N,N,,0.58,<0.58
15SB02-102398-1,15B02,alluvial,N,,IWOU-AR 15,2,10/23/1998,Silver,N,N,,1.2,<1.2
15SB01-102398-1,15B01,alluvial,N,,IWOU-AR 15,2,10/23/1998,Silver,N,N,,1.2,<1.2
15SB02-102398-2,15B02,alluvial,N,,IWOU-AR 15,8,10/23/1998,Silver,N,N,,1.2,<1.2
15SB01-102398-2,15B01,alluvial,N,,IWOU-AR 15,8,10/23/1998,Silver,N,N,,1.3,<1.3
15SB01-102398-2,15B01,alluvial,N,,IWOU-AR 15,8,10/23/1998,Thallium,N,N,,1.3,<1.3
15SB01-102398-1,15B01,alluvial,N,,IWOU-AR 15,2,10/23/1998,Thallium,N,N,,1.2,<1.2
15SB02-102398-2,15B02,alluvial,N,,IWOU-AR 15,8,10/23/1998,Thallium,N,N,,1.2,<1.2
15SB02-102398-1,15B02,alluvial,N,,IWOU-AR 15,2,10/23/1998,Thallium,N,N,,1.2,<1.2
09DB04-62990-4,09DB04,alluvial,N,,IWOU-AR 09,4,6/29/1990,Arsenic,N,N,,2.5,<2.5
19-B2-10,19B02,alluvial,N,,IWOU-AR 19,10,10/23/1998,Antimony,N,N,,1.9,<1.9
19-B2-7,19B02,alluvial,N,,IWOU-AR 19,7,10/23/1998,Antimony,N,N,,1.8,<1.8
19-B3-5,19B03,alluvial,N,,IWOU-AR 19,5,10/23/1998,Antimony,N,N,,1.9,<1.9
15SB01-102398-1,15B01,alluvial,N,,IWOU-AR 15,2,10/23/1998,Selenium,N,N,,0.61,<0.61
14-B2-5,14B02,alluvial,N,,IWOU-AR 14,5,7/16/1990,Mercury,N,N,,0.1,<0.1
14-B1-7,14B01,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Selenium,N,N,,20.7,<20.7
09DB05-62990-3,09DB05,alluvial,N,,IWOU-AR 09,3,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB02-62990-5,09DB02,alluvial,N,,IWOU-AR 09,5,6/29/1990,Cadmium,N,N,,1.2,<1.2
09SB10-62990-3,09SB10,alluvial,N,,IWOU-AR 09,3,6/29/1990,Cadmium,N,N,,0.6,<0.6
09SB10-62990-2,09SB10,alluvial,N,,IWOU-AR 09,2,6/29/1990,Cadmium,N,N,,0.6,<0.6
09SB30-62990-0,09SB30,alluvial,N,,IWOU-AR 09,0,6/29/1990,Cadmium,N,N,,0.6,<0.6
09DB09-62990-2,09DB09,alluvial,N,,IWOU-AR 09,2,6/29/1990,Cadmium,N,N,,1.2,<1.2
09SB12-62990-1,09SB12,alluvial,N,,IWOU-AR 09,1,6/29/1990,Cadmium,N,N,,0.6,<0.6
09SB10-62990-1,09SB10,alluvial,N,,IWOU-AR 09,1,6/29/1990,Cadmium,N,N,,0.6,<0.6
09DB05-62990-10,09DB05,alluvial,N,,IWOU-AR 09,10,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B2-10,14B02,alluvial,N,,IWOU-AR 14,10,7/16/1990,Mercury,N,N,,0.1,<0.1
09DB04-62990-10,09DB04,alluvial,N,,IWOU-AR 09,10,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B2-7,14B02,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Mercury,N,N,,0.1,<0.1
09SB30-62990-3,09SB30,alluvial,N,,IWOU-AR 09,3,6/29/1990,Cadmium,N,N,,0.6,<0.6
14-B1-5,14B01,alluvial,N,,IWOU-AR 14,5,7/16/1990,Mercury,N,N,,0.1,<0.1
14-B1-2,14B01,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Mercury,N,N,,0.1,<0.1
14-B2-2,14B02,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Mercury,N,N,,0.1,<0.1
14-B1-7,14B01,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Mercury,N,N,,0.1,<0.1
09DB02-62990-4,09DB02,alluvial,N,,IWOU-AR 09,4,6/29/1990,Cadmium,N,N,,1.2,<1.2
09SB30-62990-2,09SB30,alluvial,N,,IWOU-AR 09,2,6/29/1990,Cadmium,N,N,,0.6,<0.6
09SB12-62990-0,09SB12,alluvial,N,,IWOU-AR 09,0,6/29/1990,Cadmium,N,N,,0.6,<0.6
09DB04-62990-5,09DB04,alluvial,N,,IWOU-AR 09,5,6/29/1990,Cadmium,N,N,,1.2,<1.2
09SB30-62990-1,09SB30,alluvial,N,,IWOU-AR 09,1,6/29/1990,Cadmium,N,N,,0.6,<0.6
09DB07-62990-10,09DB07,alluvial,N,,IWOU-AR 09,10,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB07-62990-2,09DB07,alluvial,N,,IWOU-AR 09,2,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B07-1,14B07,alluvial,N,,IWOU-AR 14,1,10/20/1998,Selenium,N,N,,0.61,<0.61
14-B1-10,14B01,alluvial,N,,IWOU-AR 14,10,7/16/1990,Mercury,N,N,,0.1,<0.1
14-B1-7,14B01,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Cadmium,N,N,,1.2,<1.2
23-B4-5,23B04,alluvial,N,,IWOU-AR 23,5,6/20/1990,Thallium,N,N,,34.3,<34.3
14-B2-10,14B02,alluvial,N,,IWOU-AR 14,10,7/16/1990,Antimony,N,N,,19.6,<19.6
14-B2-5,14B02,alluvial,N,,IWOU-AR 14,5,7/16/1990,Antimony,N,N,,19.6,<19.6
14-B2-7,14B02,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Antimony,N,N,,19.6,<19.6
14-B1-2,14B01,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Arsenic,N,N,,2.5,<2.5
14-B1-7,14B01,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Arsenic,N,N,,2.5,<2.5
14-B1-5,14B01,alluvial,N,,IWOU-AR 14,5,7/16/1990,Arsenic,N,N,,2.5,<2.5
14-B2-2,14B02,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Arsenic,N,N,,2.5,<2.5
14-B1-10,14B01,alluvial,N,,IWOU-AR 14,10,7/16/1990,Arsenic,N,N,,2.5,<2.5
14-B2-10,14B02,alluvial,N,,IWOU-AR 14,10,7/16/1990,Arsenic,N,N,,2.5,<2.5
09DB05-62990-2,09DB05,alluvial,N,,IWOU-AR 09,2,6/29/1990,Cadmium,N,N,,1.2,<1.2
09SB12-62990-3,09SB12,alluvial,N,,IWOU-AR 09,3,6/29/1990,Cadmium,N,N,,0.6,<0.6
14-B2-2,14B02,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Cadmium,N,N,,1.2,<1.2
14-B2-10,14B02,alluvial,N,,IWOU-AR 14,10,7/16/1990,Selenium,N,N,,20.7,<20.7
14-B2-7,14B02,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Cadmium,N,N,,1.2,<1.2
14-B1-10,14B01,alluvial,N,,IWOU-AR 14,10,7/16/1990,Cadmium,N,N,,1.2,<1.2
14-B2-10,14B02,alluvial,N,,IWOU-AR 14,10,7/16/1990,Cadmium,N,N,,1.2,<1.2
14-B2-5,14B02,alluvial,N,,IWOU-AR 14,5,7/16/1990,Cadmium,N,N,,1.2,<1.2
14-B1-2,14B01,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Cadmium,N,N,,1.2,<1.2
09DB09-62990-3,09DB09,alluvial,N,,IWOU-AR 09,3,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB03-62990-3,09DB03,alluvial,N,,IWOU-AR 09,3,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB03-62990-0,09DB03,alluvial,N,,IWOU-AR 09,0,6/29/1990,Cadmium,N,N,,1.2,<1.2
09SB10-62990-0,09SB10,alluvial,N,,IWOU-AR 09,0,6/29/1990,Cadmium,N,N,,0.6,<0.6
09SB12-62990-2,09SB12,alluvial,N,,IWOU-AR 09,2,6/29/1990,Cadmium,N,N,,0.6,<0.6
09DB04-62990-4,09DB04,alluvial,N,,IWOU-AR 09,4,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB03-62990-5,09DB03,alluvial,N,,IWOU-AR 09,5,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B1-5,14B01,alluvial,N,,IWOU-AR 14,5,7/16/1990,Cadmium,N,N,,1.2,<1.2
14-B06-1,14B06,alluvial,N,,IWOU-AR 14,1,10/20/1998,Cadmium,N,N,,0.37,<0.37
09DB05-62990-5,09DB05,alluvial,N,,IWOU-AR 09,5,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B07-1,14B07,alluvial,N,,IWOU-AR 14,1,10/20/1998,Antimony,N,N,,1.8,<1.8
14-B06-7,14B06,alluvial,N,,IWOU-AR 14,7,10/20/1998,Antimony,N,N,,1.7,<1.7
09DB07-62990-4,09DB07,alluvial,N,,IWOU-AR 09,4,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B07-7,14B07,alluvial,N,,IWOU-AR 14,7,10/20/1998,Antimony,N,N,,1.7,<1.7
14-B06-1,14B06,alluvial,N,,IWOU-AR 14,1,10/20/1998,Antimony,N,N,,1.8,<1.8
09DB06-62990-10,09DB06,alluvial,N,,IWOU-AR 09,10,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB06-62990-1,09DB06,alluvial,N,,IWOU-AR 09,1,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB03-62990-4,09DB03,alluvial,N,,IWOU-AR 09,4,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB08-62990-1,09DB08,alluvial,N,,IWOU-AR 09,1,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B06-7,14B06,alluvial,N,,IWOU-AR 14,7,10/20/1998,Arsenic,N,N,,1.2,<1.2
09DB06-62990-3,09DB06,alluvial,N,,IWOU-AR 09,3,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B07-7,14B07,alluvial,N,,IWOU-AR 14,7,10/20/1998,Cadmium,N,N,,0.34,<0.34
09DB06-62990-5,09DB06,alluvial,N,,IWOU-AR 09,5,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B06-7,14B06,alluvial,N,,IWOU-AR 14,7,10/20/1998,Cadmium,N,N,,0.34,<0.34
09SB30-62990-0,09SB30,alluvial,N,,IWOU-AR 09,0,6/29/1990,Beryllium,N,N,,0.042,<0.042
09SB10-62990-0,09SB10,alluvial,N,,IWOU-AR 09,0,6/29/1990,Beryllium,N,N,,0.042,<0.042
09SB30-62990-3,09SB30,alluvial,N,,IWOU-AR 09,3,6/29/1990,Beryllium,N,N,,0.042,<0.042
14-B06-7,14B06,alluvial,N,,IWOU-AR 14,7,10/20/1998,Mercury,N,N,,0.04,<0.04
14-B06-1,14B06,alluvial,N,,IWOU-AR 14,1,10/20/1998,Mercury,N,N,,0.041,<0.041
14-B07-1,14B07,alluvial,N,,IWOU-AR 14,1,10/20/1998,Mercury,N,N,,0.042,<0.042
14-B07-7,14B07,alluvial,N,,IWOU-AR 14,7,10/20/1998,Mercury,N,N,,0.039,<0.039
09DB02-62990-4,09DB02,alluvial,N,,IWOU-AR 09,4,6/29/1990,Beryllium,N,N,,0.427,<0.427
14-B06-1,14B06,alluvial,N,,IWOU-AR 14,1,10/20/1998,Selenium,N,N,,0.62,<0.62
14-B08-1,14B08,alluvial,N,,IWOU-AR 14,1,10/20/1998,Selenium,N,N,,0.63,<0.63
14-B07-7,14B07,alluvial,N,,IWOU-AR 14,7,10/20/1998,Selenium,N,N,,0.57,<0.57
09DB05-62990-4,09DB05,alluvial,N,,IWOU-AR 09,4,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B2-7,14B02,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Silver,N,N,,0.8,<0.8
14-B2-7,14B02,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Selenium,N,N,,20.7,<20.7
14-B1-5,14B01,alluvial,N,,IWOU-AR 14,5,7/16/1990,Selenium,N,N,,20.7,<20.7
14-B1-10,14B01,alluvial,N,,IWOU-AR 14,10,7/16/1990,Selenium,N,N,,20.7,<20.7
14-B2-2,14B02,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Selenium,N,N,,20.7,<20.7
14-B2-5,14B02,alluvial,N,,IWOU-AR 14,5,7/16/1990,Selenium,N,N,,20.7,<20.7
14-B1-2,14B01,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Selenium,N,N,,20.7,<20.7
14-B1-2,14B01,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Silver,N,N,,0.8,<0.8
14-B1-10,14B01,alluvial,N,,IWOU-AR 14,10,7/16/1990,Silver,N,N,,0.8,<0.8
14-B2-5,14B02,alluvial,N,,IWOU-AR 14,5,7/16/1990,Silver,N,N,,0.8,<0.8
14-B2-2,14B02,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Silver,N,N,,0.8,<0.8
14-B2-10,14B02,alluvial,N,,IWOU-AR 14,10,7/16/1990,Silver,N,N,,0.8,<0.8
14-B08-1,14B08,alluvial,N,,IWOU-AR 14,1,10/20/1998,Antimony,N,N,,1.9,<1.9
14-B1-5,14B01,alluvial,N,,IWOU-AR 14,5,7/16/1990,Silver,N,N,,0.8,<0.8
50-B11-DUP,19B03,alluvial,N,,IWOU-AR 19,5,10/23/1998,Silver,N,N,,1.2,<1.2
14-B1-10,14B01,alluvial,N,,IWOU-AR 14,10,7/16/1990,Thallium,N,N,,34.3,<34.3
14-B2-2,14B02,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Thallium,N,N,,34.3,<34.3
14-B2-7,14B02,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Thallium,N,N,,34.3,<34.3
14-B2-10,14B02,alluvial,N,,IWOU-AR 14,10,7/16/1990,Thallium,N,N,,34.3,<34.3
14-B2-5,14B02,alluvial,N,,IWOU-AR 14,5,7/16/1990,Thallium,N,N,,34.3,<34.3
14-B1-7,14B01,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Thallium,N,N,,34.3,<34.3
14-B1-5,14B01,alluvial,N,,IWOU-AR 14,5,7/16/1990,Thallium,N,N,,34.3,<34.3
14-B1-2,14B01,alluvial,N,,IWOU-AR 14,2.5,7/16/1990,Thallium,N,N,,34.3,<34.3
09DB07-62990-3,09DB07,alluvial,N,,IWOU-AR 09,3,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB06-62990-4,09DB06,alluvial,N,,IWOU-AR 09,4,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB06-62990-2,09DB06,alluvial,N,,IWOU-AR 09,2,6/29/1990,Cadmium,N,N,,1.2,<1.2
09DB03-62990-1,09DB03,alluvial,N,,IWOU-AR 09,1,6/29/1990,Cadmium,N,N,,1.2,<1.2
14-B1-7,14B01,alluvial,N,,IWOU-AR 14,7.5,7/16/1990,Silver,N,N,,0.8,<0.8
09DB02-62890-3,09DB02,alluvial,N,,IWOU-AR 09,3,6/28/1990,Cadmium,N,N,,1.2,<1.2
23-B3-5,23B03,alluvial,N,,IWOU-AR 23,5,6/20/1990,Mercury,N,N,,0.05,<0.05
23-B4-10,23B04,alluvial,N,,IWOU-AR 23,10,6/20/1990,Cadmium,N,N,,1.2,<1.2
09DB01-62890-0,09DB01,alluvial,N,,IWOU-AR 09,0,6/28/1990,Cadmium,N,N,,1.2,<1.2
09SB29-62890-3,09SB29,alluvial,N,,IWOU-AR 09,3,6/28/1990,Cadmium,N,N,,1.2,<1.2
09DB01-62890-5,09DB01,alluvial,N,,IWOU-AR 09,5,6/28/1990,Cadmium,N,N,,1.2,<1.2
09DB02-62890-0,09DB02,alluvial,N,,IWOU-AR 09,0,6/28/1990,Cadmium,N,N,,1.2,<1.2
09DB01-62890-4,09DB01,alluvial,N,,IWOU-AR 09,4,6/28/1990,Cadmium,N,N,,1.2,<1.2
09DB01-62890-3,09DB01,alluvial,N,,IWOU-AR 09,3,6/28/1990,Cadmium,N,N,,1.2,<1.2
09DB01-62890-2,09DB01,alluvial,N,,IWOU-AR 09,2,6/28/1990,Cadmium,N,N,,1.2,<1.2
