sys.sample.code,sys.loc.code,soil.type,sample.type,parent.sample.code,bkg.char.group,start.depth,sample.date,chemical.name,detect.lag,final.detect.flag,final.result.value,final.detection.limit,combo.result
31-SS-5,31SS05,upland,N,,IWOU-AR 31,0.3,6/16/1990,Chromium,Y,Y,36.1,,36.1
31-SS-20,31SS20,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,19.2,,19.2
31-SS-15,31SS15,upland,N,,IWOU-AR 31,0.3,6/16/1990,Chromium,Y,Y,28.3,,28.3
31-SS-18,31SS18,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,1020,,1020
31-SS-7,31SS07,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,1100,,1100
31-SS-1,31SS01,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,2000,,2000
31-SS-8,31SS08,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,29.7,,29.7
31-SS-14,31SS14,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,38.1,,38.1
31-SS-1,31SS01,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,38.6,,38.6
31-SS-17,31SS17,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,16.2,,16.2
31-SS-18,31SS18,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,10.7,,10.7
31-SS-11,31SS11,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,11.2,,11.2
31-SS-10,31SS10,upland,N,,IWOU-AR 31,0.3,6/16/1990,Chromium,Y,Y,418,,418
31-SS-16,31SS16,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,11.9,,11.9
31-SS-3,31SS03,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,17.9,,17.9
31-SS-12,31SS12,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,9.23,,9.23
31-SS-10,31SS10,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,17.2,,17.2
31-SS-9,31SS09,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,10.7,,10.7
31-SS-15,31SS15,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,41.2,,41.2
31-SS-16,31SS16,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,1190,,1190
31-SS-9,31SS09,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,1140,,1140
31-SS-13,31SS13,upland,N,,IWOU-AR 31,0.3,6/16/1990,Copper,Y,Y,412,,412
31-SS-13,31SS13,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,10.5,,10.5
31-SS-7,31SS07,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,52.7,,52.7
31-SS-3,31SS03,upland,N,,IWOU-AR 31,0.3,6/16/1990,Chromium,Y,Y,38.9,,38.9
31-SS-2,31SS02,upland,N,,IWOU-AR 31,0.3,6/16/1990,Cadmium,Y,Y,56.55,,56.55
30-B5-10,30B05,alluvial,N,,IWOU-AR 30,10,12/3/1992,Chromium,Y,Y,24.4,,24.4
30-B7-5,30B07,alluvial,N,,IWOU-AR 30,5,12/3/1992,Copper,Y,Y,40.7,,40.7
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Copper,Y,Y,22000,,22000
30-B6-2,30B06,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Copper,Y,Y,3600,,3600
30-B7-10,30B07,alluvial,N,,IWOU-AR 30,10,12/3/1992,Copper,Y,Y,322,,322
30-B7-2,30B07,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Chromium,Y,Y,5.18,,5.18
30-B5-2,30B05,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Chromium,Y,Y,8.85,,8.85
30-B5-7,30B05,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Chromium,Y,Y,20.5,,20.5
30-B6-2,30B06,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Chromium,Y,Y,809,,809
30-B7-10,30B07,alluvial,N,,IWOU-AR 30,10,12/3/1992,Chromium,Y,Y,11.7,,11.7
30-B7-5,30B07,alluvial,N,,IWOU-AR 30,5,12/3/1992,Chromium,Y,Y,30.8,,30.8
30-B7-0,30B07,alluvial,N,,IWOU-AR 30,0,12/3/1992,Chromium,Y,Y,50.4,,50.4
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Arsenic,Y,Y,33.4,,33.4
30-B6-5,30B06,alluvial,N,,IWOU-AR 30,5,12/3/1992,Chromium,Y,Y,24,,24
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Copper,Y,Y,14000,,14000
30-B6-7,30B06,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Chromium,Y,Y,25.6,,25.6
30-B6-10,30B06,alluvial,N,,IWOU-AR 30,10,12/3/1992,Chromium,Y,Y,28.1,,28.1
30-B7-7,30B07,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Chromium,Y,Y,25,,25
30-B5-5,30B05,alluvial,N,,IWOU-AR 30,5,12/3/1992,Chromium,Y,Y,48.45,,48.45
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Chromium,Y,Y,23,,23
30-B6-2,30B06,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Cadmium,Y,Y,17.7,,17.7
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Silver,Y,Y,2.62,,2.62
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Strontium,Y,Y,101,,101
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Thallium,Y,Y,2.05,,2.05
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Zinc,Y,Y,78.6,,78.6
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Antimony,Y,Y,2.92,,2.92
17IT00031,17GP072,upland,N,,NECOU-AR 17,8,5/5/2003,Copper,Y,Y,18.7,,18.7
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Chromium,Y,Y,2.9,,2.9
30-B6-7,30B06,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Lead,Y,Y,15,,15
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Nickel,Y,Y,52.8,,52.8
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Selenium,Y,Y,1.17,,1.17
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Mercury,Y,Y,0.098,,0.098
30-B6-5,30B06,alluvial,N,,IWOU-AR 30,5,12/3/1992,Lead,Y,Y,35,,35
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Lead,Y,Y,23000,,23000
30-B5-2,30B05,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Lead,Y,Y,4300,,4300
30-B7-0,30B07,alluvial,N,,IWOU-AR 30,0,12/3/1992,Lead,Y,Y,6000,,6000
30-B5-7,30B05,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Lead,Y,Y,13,,13
30-B6-10,30B06,alluvial,N,,IWOU-AR 30,10,12/3/1992,Lead,Y,Y,2400,,2400
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Lead,Y,Y,12000,,12000
30-B5-5,30B05,alluvial,N,,IWOU-AR 30,5,12/3/1992,Lead,Y,Y,1800,,1800
30-B7-5,30B07,alluvial,N,,IWOU-AR 30,5,12/3/1992,Lead,Y,Y,400,,400
30-B7-0,30B07,alluvial,N,,IWOU-AR 30,0,12/3/1992,Copper,Y,Y,1700,,1700
30-B7-10,30B07,alluvial,N,,IWOU-AR 30,10,12/3/1992,Lead,Y,Y,250,,250
30-B5-7,30B05,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Copper,Y,Y,19.3,,19.3
30-B6-2,30B06,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Lead,Y,Y,5000,,5000
30-B5-10,30B05,alluvial,N,,IWOU-AR 30,10,12/3/1992,Lead,Y,Y,14,,14
30-B7-2,30B07,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Lead,Y,Y,7800,,7800
30-B5-5,30B05,alluvial,N,,IWOU-AR 30,5,12/3/1992,Copper,Y,Y,1119,,1119
30-B6-7,30B06,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Copper,Y,Y,21.5,,21.5
30-B6-10,30B06,alluvial,N,,IWOU-AR 30,10,12/3/1992,Copper,Y,Y,26,,26
30-B7-2,30B07,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Copper,Y,Y,2200,,2200
30-B5-10,30B05,alluvial,N,,IWOU-AR 30,10,12/3/1992,Copper,Y,Y,19.6,,19.6
30-B7-7,30B07,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Copper,Y,Y,86.4,,86.4
30-B6-5,30B06,alluvial,N,,IWOU-AR 30,5,12/3/1992,Copper,Y,Y,18.1,,18.1
30-B5-2,30B05,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Copper,Y,Y,1300,,1300
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Arsenic,Y,Y,8.44,,8.44
30-B7-7,30B07,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Lead,Y,Y,260,,260
30-B7-10,30B07,alluvial,N,,IWOU-AR 30,10,12/3/1992,Arsenic,Y,Y,4.06,,4.06
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Barium,Y,Y,186,,186
30-B6-7,30B06,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Barium,Y,Y,251,,251
30-B6-10,30B06,alluvial,N,,IWOU-AR 30,10,12/3/1992,Barium,Y,Y,219,,219
30-B7-0,30B07,alluvial,N,,IWOU-AR 30,0,12/3/1992,Barium,Y,Y,427,,427
30-B7-7,30B07,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Barium,Y,Y,272,,272
30-B5-7,30B05,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Barium,Y,Y,357,,357
30-B5-5,30B05,alluvial,N,,IWOU-AR 30,5,12/3/1992,Barium,Y,Y,2238.5,,2238.5
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Arsenic,Y,Y,3.13,,3.13
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Selenium,Y,Y,2.27,,2.27
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Silver,Y,Y,3.08,,3.08
30-B7-5,30B07,alluvial,N,,IWOU-AR 30,5,12/3/1992,Arsenic,Y,Y,8.5,,8.5
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Antimony,Y,Y,3.21,,3.21
30-B7-7,30B07,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Arsenic,Y,Y,6.15,,6.15
30-B7-10,30B07,alluvial,N,,IWOU-AR 30,10,12/3/1992,Barium,Y,Y,491,,491
30-B5-5,30B05,alluvial,N,,IWOU-AR 30,5,12/3/1992,Arsenic,Y,Y,7.795,,7.795
30-B7-0,30B07,alluvial,N,,IWOU-AR 30,0,12/3/1992,Arsenic,Y,Y,3.24,,3.24
30-B5-2,30B05,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Arsenic,Y,Y,3.22,,3.22
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Strontium,Y,Y,44.9,,44.9
30-B6-5,30B06,alluvial,N,,IWOU-AR 30,5,12/3/1992,Arsenic,Y,Y,4.13,,4.13
30-B6-2,30B06,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Arsenic,Y,Y,16.3,,16.3
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Strontium,Y,Y,61,,61
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Arsenic,Y,Y,2.9,,2.9
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Zinc,Y,Y,86.3,,86.3
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Antimony,Y,Y,168,,168
30-B5-5-DUP,30B05,alluvial,FD,30-B5-5,IWOU-AR 30,5,12/3/1992,Antimony,Y,Y,56.8,,56.8
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Antimony,Y,Y,25.3,,25.3
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Silver,Y,Y,3.3,,3.3
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Mercury,Y,Y,0.0417,,0.0417
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Beryllium,Y,Y,0.932,,0.932
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Beryllium,Y,Y,0.848,,0.848
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Cadmium,Y,Y,0.829,,0.829
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Cadmium,Y,Y,0.786,,0.786
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Chromium,Y,Y,21.7,,21.7
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Chromium,Y,Y,22.3,,22.3
30-B7-7,30B07,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Beryllium,Y,Y,0.638,,0.638
30-B6-5,30B06,alluvial,N,,IWOU-AR 30,5,12/3/1992,Beryllium,Y,Y,0.593,,0.593
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Copper,Y,Y,19.5,,19.5
30-B7-5,30B07,alluvial,N,,IWOU-AR 30,5,12/3/1992,Beryllium,Y,Y,1.11,,1.11
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Copper,Y,Y,48.9,,48.9
30-B5-7,30B05,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Beryllium,Y,Y,0.815,,0.815
30-B5-10,30B05,alluvial,N,,IWOU-AR 30,10,12/3/1992,Barium,Y,Y,263,,263
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Lead,Y,Y,27.5,,27.5
30-B7-5,30B07,alluvial,N,,IWOU-AR 30,5,12/3/1992,Barium,Y,Y,334,,334
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Mercury,Y,Y,0.0829,,0.0829
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Nickel,Y,Y,31.7,,31.7
17IT00048,17GP069,upland,N,,NECOU-AR 17,9,5/7/2003,Nickel,Y,Y,26.9,,26.9
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Selenium,Y,Y,1.83,,1.83
30-B6-7,30B06,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Beryllium,Y,Y,0.945,,0.945
30-B5-10,30B05,alluvial,N,,IWOU-AR 30,10,12/3/1992,Beryllium,Y,Y,0.664,,0.664
30-B6-2,30B06,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Barium,Y,Y,2200,,2200
30-B7-2,30B07,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Barium,Y,Y,578,,578
30-B5-2,30B05,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Barium,Y,Y,554,,554
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Barium,Y,Y,184,,184
30-B6-5,30B06,alluvial,N,,IWOU-AR 30,5,12/3/1992,Barium,Y,Y,267,,267
30-B5-2,30B05,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Mercury,Y,Y,1.5,,1.5
17IT00043,17GP070,upland,N,,NECOU-AR 17,8,5/7/2003,Lead,Y,Y,17.4,,17.4
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Chromium,Y,Y,41.1,,41.1
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Lead,Y,Y,25000,,25000
30-B8-7,30B08,alluvial,N,,IWOU-AR 30,7.5,12/4/1992,Lead,Y,Y,33,,33
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Lead,Y,Y,200000,,200000
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Lead,Y,Y,19,,19
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Lead,Y,Y,17000,,17000
30-B8-7,30B08,alluvial,N,,IWOU-AR 30,7.5,12/4/1992,Copper,Y,Y,73.9,,73.9
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Copper,Y,Y,21000,,21000
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Copper,Y,Y,943,,943
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Copper,Y,Y,19.2,,19.2
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Copper,Y,Y,220000,,220000
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Chromium,Y,Y,22,,22
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Mercury,Y,Y,0.0297,,0.0297
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Chromium,Y,Y,180,,180
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Nickel,Y,Y,17.7,,17.7
30-B8-7,30B08,alluvial,N,,IWOU-AR 30,7.5,12/4/1992,Chromium,Y,Y,15.2,,15.2
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Cadmium,Y,Y,2.25,,2.25
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Cadmium,Y,Y,2.82,,2.82
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Cadmium,Y,Y,1.63,,1.63
30-B8-7,30B08,alluvial,N,,IWOU-AR 30,7.5,12/4/1992,Beryllium,Y,Y,0.841,,0.841
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Beryllium,Y,Y,0.918,,0.918
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Barium,Y,Y,163,,163
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Barium,Y,Y,600,,600
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Barium,Y,Y,869,,869
30-B8-7,30B08,alluvial,N,,IWOU-AR 30,7.5,12/4/1992,Barium,Y,Y,264,,264
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Barium,Y,Y,1500,,1500
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Arsenic,Y,Y,3.35,,3.35
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Chromium,Y,Y,5.36,,5.36
31-SS-20,31SS20,upland,N,,IWOU-AR 31,0.3,6/16/1990,Antimony,Y,Y,38.9,,38.9
31-SS-16,31SS16,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,27.9,,27.9
31-SS-11,31SS11,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,18.1,,18.1
31-SS-17,31SS17,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,34.2,,34.2
31-SS-8,31SS08,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,4.71,,4.71
31-SS-20,31SS20,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,5.45,,5.45
31-SS-18,31SS18,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,130,,130
31-SS-2,31SS02,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,5.195,,5.195
31-SS-10,31SS10,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,19.2,,19.2
31-SS-19,31SS19,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,5.54,,5.54
31-SS-7,31SS07,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,11.1,,11.1
31-SS-3,31SS03,upland,N,,IWOU-AR 31,0.3,6/16/1990,Arsenic,Y,Y,7.15,,7.15
31-SS-18,31SS18,upland,N,,IWOU-AR 31,0.3,6/16/1990,Antimony,Y,Y,207,,207
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Mercury,Y,Y,0.062,,0.062
31-SS-16,31SS16,upland,N,,IWOU-AR 31,0.3,6/16/1990,Antimony,Y,Y,37,,37
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Mercury,Y,Y,0.066,,0.066
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Zinc,Y,Y,244,,244
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Zinc,Y,Y,2300,,2300
30-B8-7,30B08,alluvial,N,,IWOU-AR 30,7.5,12/4/1992,Zinc,Y,Y,73.7,,73.7
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Zinc,Y,Y,77.8,,77.8
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Zinc,Y,Y,23000,,23000
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Silver,Y,Y,1.92,,1.92
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Silver,Y,Y,13.7,,13.7
30-B8-7,30B08,alluvial,N,,IWOU-AR 30,7.5,12/4/1992,Nickel,Y,Y,17.4,,17.4
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Nickel,Y,Y,8.16,,8.16
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Nickel,Y,Y,72.4,,72.4
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Nickel,Y,Y,47.6,,47.6
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Arsenic,Y,Y,4.46,,4.46
31-SS-10,31SS10,upland,N,,IWOU-AR 31,0.3,6/16/1990,Antimony,Y,Y,36.1,,36.1
30-B5-5,30B05,alluvial,N,,IWOU-AR 30,5,12/3/1992,Nickel,Y,Y,17.7,,17.7
30-B8-7,30B08,alluvial,N,,IWOU-AR 30,7.5,12/4/1992,Arsenic,Y,Y,13.2,,13.2
17IT00031,17GP072,upland,N,,NECOU-AR 17,8,5/5/2003,Strontium,Y,Y,45.7,,45.7
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Nickel,Y,Y,5.29,,5.29
30-B6-2,30B06,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Nickel,Y,Y,70,,70
30-B6-10,30B06,alluvial,N,,IWOU-AR 30,10,12/3/1992,Nickel,Y,Y,17.1,,17.1
30-B7-10,30B07,alluvial,N,,IWOU-AR 30,10,12/3/1992,Nickel,Y,Y,16.3,,16.3
30-B7-0,30B07,alluvial,N,,IWOU-AR 30,0,12/3/1992,Nickel,Y,Y,27.1,,27.1
30-B7-2,30B07,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Nickel,Y,Y,3.13,,3.13
30-B6-5,30B06,alluvial,N,,IWOU-AR 30,5,12/3/1992,Nickel,Y,Y,16.1,,16.1
30-B6-7,30B06,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Nickel,Y,Y,21.3,,21.3
30-B5-7,30B05,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Nickel,Y,Y,15.7,,15.7
30-B5-2,30B05,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Nickel,Y,Y,8.23,,8.23
17IT00031,17GP072,upland,N,,NECOU-AR 17,8,5/5/2003,Selenium,Y,Y,2.79,,2.79
30-B5-10,30B05,alluvial,N,,IWOU-AR 30,10,12/3/1992,Nickel,Y,Y,16.9,,16.9
17IT00031,17GP072,upland,N,,NECOU-AR 17,8,5/5/2003,Nickel,Y,Y,23.1,,23.1
30-B7-7,30B07,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Nickel,Y,Y,24.4,,24.4
30-B7-5,30B07,alluvial,N,,IWOU-AR 30,5,12/3/1992,Nickel,Y,Y,30.4,,30.4
17IT00031,17GP072,upland,N,,NECOU-AR 17,8,5/5/2003,Zinc,Y,Y,69,,69
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Mercury,Y,Y,0.134,,0.134
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Antimony,Y,Y,3.03,,3.03
30-B5-5-DUP,30B05,alluvial,FD,30-B5-5,IWOU-AR 30,5,12/3/1992,Mercury,Y,Y,0.497,,0.497
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Arsenic,Y,Y,14.2,,14.2
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Beryllium,Y,Y,0.778,,0.778
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Cadmium,Y,Y,3.37,,3.37
30-B6-2,30B06,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Mercury,Y,Y,1.12,,1.12
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Copper,Y,Y,32.2,,32.2
31-SS-1A,31SS01A,upland,N,,IWOU-AR 31,1,6/16/1990,Arsenic,Y,Y,5.34,,5.34
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Nickel,Y,Y,44,,44
30-B5-2,30B05,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Zinc,Y,Y,384,,384
17IT00038,17GP071A,upland,N,,NECOU-AR 17,10,5/6/2003,Lead,Y,Y,14.3,,14.3
30-B8-2,30B08,alluvial,N,,IWOU-AR 30,2.5,12/4/1992,Antimony,Y,Y,188,,188
30-B8-5,30B08,alluvial,N,,IWOU-AR 30,5,12/4/1992,Antimony,Y,Y,64.7,,64.7
30-B8-0,30B08,alluvial,N,,IWOU-AR 30,0,12/4/1992,Antimony,Y,Y,259,,259
30-B7-0,30B07,alluvial,N,,IWOU-AR 30,0,12/3/1992,Zinc,Y,Y,308,,308
30-B5-0,30B05,alluvial,N,,IWOU-AR 30,0,12/3/1992,Zinc,Y,Y,2900,,2900
30-B5-10,30B05,alluvial,N,,IWOU-AR 30,10,12/3/1992,Zinc,Y,Y,78.2,,78.2
30-B6-5,30B06,alluvial,N,,IWOU-AR 30,5,12/3/1992,Zinc,Y,Y,63.1,,63.1
30-B6-10,30B06,alluvial,N,,IWOU-AR 30,10,12/3/1992,Zinc,Y,Y,83.2,,83.2
30-B5-5,30B05,alluvial,N,,IWOU-AR 30,5,12/3/1992,Zinc,Y,Y,921,,921
30-B6-0,30B06,alluvial,N,,IWOU-AR 30,0,12/3/1992,Zinc,Y,Y,1400,,1400
30-B7-7,30B07,alluvial,N,,IWOU-AR 30,7.5,12/3/1992,Zinc,Y,Y,88.4,,88.4
17IT00031,17GP072,upland,N,,NECOU-AR 17,8,5/5/2003,Silver,Y,Y,2.8,,2.8
30-B7-5,30B07,alluvial,N,,IWOU-AR 30,5,12/3/1992,Zinc,Y,Y,82.7,,82.7
30-B8-10,30B08,alluvial,N,,IWOU-AR 30,10,12/4/1992,Arsenic,Y,Y,8.22,,8.22
30-B7-2,30B07,alluvial,N,,IWOU-AR 30,2.5,12/3/1992,Zinc,Y,Y,311,,311
